# w mse
3.000000000000000000e+00 3.076971711975026204e-03
5.000000000000000000e+00 3.985294864657078912e-03
9.000000000000000000e+00 7.642574776831377939e-03
1.700000000000000000e+01 1.850206835629497962e-02
3.300000000000000000e+01 5.992566037821184938e-02
6.500000000000000000e+01 1.960079071751787971e-01
1.290000000000000000e+02 5.836615770953654803e-01
2.570000000000000000e+02 1.489155645533309702e+00
5.130000000000000000e+02 3.524717794820242833e+00
1.025000000000000000e+03 7.163069206400717093e+00
2.049000000000000000e+03 1.028373080894389524e+01
4.097000000000000000e+03 1.172970498929977268e+01
