# w mse
3.000000000000000000e+00 5.712839499641479170e-03
5.000000000000000000e+00 9.217105881494706832e-03
9.000000000000000000e+00 2.187618590953421469e-02
1.700000000000000000e+01 5.528671038804671561e-02
3.300000000000000000e+01 1.331206307220001439e-01
6.500000000000000000e+01 3.035087064038519133e-01
1.290000000000000000e+02 6.634804186215276234e-01
2.570000000000000000e+02 1.351611822753740810e+00
5.130000000000000000e+02 2.589722281064776421e+00
1.025000000000000000e+03 5.021429551500184552e+00
2.049000000000000000e+03 6.414769240818271712e+00
4.097000000000000000e+03 7.426164041438330088e+00
8.193000000000000000e+03 8.695044879517123348e+00
