# w mse
3.000000000000000000e+00 1.166858307723300445e-02
5.000000000000000000e+00 9.211414966872133805e-03
9.000000000000000000e+00 9.452504316972821716e-03
1.700000000000000000e+01 1.405766090138410931e-02
3.300000000000000000e+01 2.888713573961599126e-02
6.500000000000000000e+01 7.148151233568962593e-02
1.290000000000000000e+02 1.769981968207368916e-01
2.570000000000000000e+02 4.129643910715296018e-01
5.130000000000000000e+02 9.029620499576895831e-01
1.025000000000000000e+03 1.946129804692307674e+00
2.049000000000000000e+03 2.994949364879134990e+00
4.097000000000000000e+03 2.874039462381321464e+00
8.193000000000000000e+03 3.980815388777627639e+00
1.638500000000000000e+04 5.671691889971467226e+00
