# w mse
3.000000000000000000e+00 7.798007310997083150e-03
5.000000000000000000e+00 1.770613401257039796e-02
9.000000000000000000e+00 4.790873314489257906e-02
1.700000000000000000e+01 1.229146997067217528e-01
3.300000000000000000e+01 2.954188253447916357e-01
6.500000000000000000e+01 6.676263107644140327e-01
1.290000000000000000e+02 1.476011334625861648e+00
2.570000000000000000e+02 3.231617921347484490e+00
5.130000000000000000e+02 6.691715165922626163e+00
1.025000000000000000e+03 1.315430662908655179e+01
2.049000000000000000e+03 2.304199717200242148e+01
4.097000000000000000e+03 2.835852566996275570e+01
8.193000000000000000e+03 3.296851284048775454e+01
