# w mse
3.000000000000000000e+00 1.344074199393933662e-03
5.000000000000000000e+00 5.342434892113809113e-03
9.000000000000000000e+00 2.108239338624573814e-02
1.700000000000000000e+01 8.185869508692579510e-02
3.300000000000000000e+01 3.113603411939594445e-01
6.500000000000000000e+01 1.127342380730791405e+00
1.290000000000000000e+02 3.757721818263449531e+00
2.570000000000000000e+02 1.199531225024818326e+01
5.130000000000000000e+02 3.246233814884911340e+01
1.025000000000000000e+03 5.346873036686505287e+01
2.049000000000000000e+03 6.347919246125377413e+01
