# w mse
3.000000000000000000e+00 3.544436935432895841e-03
5.000000000000000000e+00 1.234625634240187932e-02
9.000000000000000000e+00 4.071977999284585176e-02
1.700000000000000000e+01 1.129837276525429424e-01
3.300000000000000000e+01 2.720475287833791778e-01
6.500000000000000000e+01 6.163257941655110317e-01
1.290000000000000000e+02 1.362699950962859452e+00
2.570000000000000000e+02 2.932246304908401768e+00
5.130000000000000000e+02 6.149733145006591073e+00
1.025000000000000000e+03 1.262623815846047215e+01
2.049000000000000000e+03 2.282377520501122703e+01
4.097000000000000000e+03 2.869722143255416924e+01
