# w mse
3.000000000000000000e+00 5.275642650928458362e-03
5.000000000000000000e+00 6.985987400553116643e-03
9.000000000000000000e+00 1.556355350593763807e-02
1.700000000000000000e+01 4.159360204973672898e-02
3.300000000000000000e+01 1.113278920923582022e-01
6.500000000000000000e+01 2.734965630148095128e-01
1.290000000000000000e+02 6.171466309002371364e-01
2.570000000000000000e+02 1.271864776639313632e+00
5.130000000000000000e+02 2.398485557892346076e+00
1.025000000000000000e+03 4.140293659791685066e+00
2.049000000000000000e+03 4.786027714758778195e+00
4.097000000000000000e+03 7.679355188521438613e+00
8.193000000000000000e+03 1.141809925059875219e+01
