# prediction	actual
3.636832125790361303e+00 3.681811164556803018e+00
4.316881424658002508e+00 4.409172664851952028e+00
3.753470015281512584e+00 3.793041843959469084e+00
3.795358471080347851e+00 3.897242476480770712e+00
4.126852009123399334e+00 4.221373640165193564e+00
5.607001056801874661e+00 5.694226540582359775e+00
4.177405460028071893e+00 4.191431755940801196e+00
3.644443613971249274e+00 3.738844611520995898e+00
4.158929245923690843e+00 4.296230603136693027e+00
3.143046887483880614e+00 3.232285469936038602e+00
3.317308428472917736e+00 3.375973658181730119e+00
3.960872937044651820e+00 4.006021756661515276e+00
3.600993795154201038e+00 3.699637104975054047e+00
3.968217335840273030e+00 3.911452764115963543e+00
3.489497337995747905e+00 3.532636517764944362e+00
2.036994737220806595e+00 2.027716242157711513e+00
4.071977547101169215e+00 4.088523679559322055e+00
3.658895412708598194e+00 3.739548530749129185e+00
4.823381631984175577e+00 4.939077599973249022e+00
3.038588010347810009e+00 3.105845807792587010e+00
3.667930884788953350e+00 3.713708145162069929e+00
4.138122610168831095e+00 4.249984191473645367e+00
3.555719279696245572e+00 3.655755003948579329e+00
3.932655019953962938e+00 3.917940007122993062e+00
3.870935793482625620e+00 3.968800415778958701e+00
4.514857497894824157e+00 4.650781501847242261e+00
5.154614147693631132e+00 5.109310269224275558e+00
3.735181697105512288e+00 3.851983199956192649e+00
4.315805168962501881e+00 4.347162145706687575e+00
4.467022447177245503e+00 4.523530704001236913e+00
3.475816845345366612e+00 3.639292253563392698e+00
2.989439129668544748e+00 3.067333863696164897e+00
3.404697653908275168e+00 3.430931850127194593e+00
3.710717478320899154e+00 3.748471079106184600e+00
3.702489268562513924e+00 3.726659419722454292e+00
1.016365943331150268e+00 1.027991294971161818e+00
3.861932490319732736e+00 3.888610708310132225e+00
2.987750859351934629e+00 3.209983758284795652e+00
3.232404041231157432e+00 3.299482816511762895e+00
4.389350100872092320e+00 4.478251998837784242e+00
3.555129318344711464e+00 3.568087893638775210e+00
3.870247388296042423e+00 3.901221589162959358e+00
3.486171383153147563e+00 3.565148713304572059e+00
3.043908554629729757e+00 3.131207209053608498e+00
3.728334289181998162e+00 3.830488355188061522e+00
2.956737075933466130e+00 2.989694061937422376e+00
3.707749573035851398e+00 3.780228292493508224e+00
3.801316078741148630e+00 3.833053331712875433e+00
3.595078783758960839e+00 3.643660545601673739e+00
3.732345149409190377e+00 3.759523490668829293e+00
3.625691803878263730e+00 3.751232223724805692e+00
3.950307007792916991e+00 4.033682075397326372e+00
3.001225151811580005e+00 3.064859583397131715e+00
3.298816368052816195e+00 3.379312468582071460e+00
3.436648503613434880e+00 3.456902689930965167e+00
3.375745881246650537e+00 3.425561733358235550e+00
3.851333980683751879e+00 3.878775097980424302e+00
3.581373999898939786e+00 3.626602714992221088e+00
3.749599950346546251e+00 3.826076223394465625e+00
3.783419562605859987e+00 3.828651265060597275e+00
4.332596649077763651e+00 4.396802880889693732e+00
3.710786767170286105e+00 3.708215407010647446e+00
3.193265178542687988e+00 3.196550113047306851e+00
3.320380336597261728e+00 3.347585805158487915e+00
3.913700897368129539e+00 4.011304530280654035e+00
3.387872029555789144e+00 3.479444415799275436e+00
3.389355961005765749e+00 3.418290529640905628e+00
3.737479996610264976e+00 3.759008444714111885e+00
3.678530711477231652e+00 3.742418739435048991e+00
2.674589646211281035e+00 2.677660549830692016e+00
3.820530662342592976e+00 3.884583106374703831e+00
4.053418018556222968e+00 4.111688752608849917e+00
3.326836670880554347e+00 3.370917997369008212e+00
3.686746318942667244e+00 3.669672026242521312e+00
3.941885555970879640e+00 3.824010839680147988e+00
3.764759169536228356e+00 3.794261536578400484e+00
1.538275197983254960e+00 1.555650891570467875e+00
3.052242940068091492e+00 3.238799383589287650e+00
2.856419961676507135e+00 2.846215625669580085e+00
3.369654355756901865e+00 3.424345695221933550e+00
3.869046726166853301e+00 3.967354757463628090e+00
3.614571651701429023e+00 3.681409915708074188e+00
3.341023220349220058e+00 3.423459119187918898e+00
3.908052166030653751e+00 4.054178237421810493e+00
3.872457346040635073e+00 3.959362422622814570e+00
2.931272882445918881e+00 3.006795820065230718e+00
7.357505633702816183e+00 7.276401745032748281e+00
3.669748727454739345e+00 3.650778075895758867e+00
3.513956106828518333e+00 3.565937302788890317e+00
3.944878146527210916e+00 3.941652964615919963e+00
3.496001792458360402e+00 3.497202946609506924e+00
