# w mse
3.000000000000000000e+00 1.156902537569603866e-02
5.000000000000000000e+00 1.013433925745264169e-02
9.000000000000000000e+00 1.171960736647707953e-02
1.700000000000000000e+01 2.080097181958380850e-02
3.300000000000000000e+01 4.590854589297928279e-02
6.500000000000000000e+01 1.110397479014522404e-01
1.290000000000000000e+02 2.834615129025901403e-01
2.570000000000000000e+02 6.748723338542129691e-01
5.130000000000000000e+02 1.408835549304619850e+00
1.025000000000000000e+03 2.676627745942000036e+00
2.049000000000000000e+03 4.104480326142085467e+00
4.097000000000000000e+03 4.312499694569357445e+00
8.193000000000000000e+03 4.012997523377828557e+00
1.638500000000000000e+04 4.917704083106648305e+00
