# hist edge err
3.163349504245068529e+05 3.383855153428233349e-07 8.947303542859164736e+03
1.571896778921463701e+05 7.626985859023451211e-07 4.201070852926899533e+03
1.510694922529711621e+05 1.145047569938281182e-06 3.361252086484483698e+03
8.134689799106000282e+04 1.719072201858574662e-06 2.013019140006627140e+03
6.861747899573473842e+04 2.580861540418076793e-06 1.508896637844777388e+03
5.872258832517975679e+04 3.874675120456127981e-06 1.139224752677335118e+03
4.310365713977873384e+04 5.817091329374358025e-06 7.965785053414346066e+02
3.783966104560358508e+04 8.733261623828437301e-06 6.091298021317635403e+02
2.267679046587187986e+04 1.311133937421563007e-05 3.848502109389465886e+02
6.321161651986581091e+03 1.968419447286615196e-05 1.658303775843348262e+02
1.292395844451817538e+03 2.955209235202887761e-05 6.119671689434387218e+01
1.988050127528536564e+02 4.436687330978615585e-05 1.958883997112123865e+01
6.428202096063691862e+00 6.660846290809168356e-05 2.874779371981009302e+00
