# w mse
3.000000000000000000e+00 5.218024791734935351e-03
5.000000000000000000e+00 8.122543200855560780e-03
9.000000000000000000e+00 1.923422462156342341e-02
1.700000000000000000e+01 4.928223237512419780e-02
3.300000000000000000e+01 1.225905674758880487e-01
6.500000000000000000e+01 2.945813959396996751e-01
1.290000000000000000e+02 6.704070296994020239e-01
2.570000000000000000e+02 1.483896825447701850e+00
5.130000000000000000e+02 3.149313905015866499e+00
1.025000000000000000e+03 5.323677537007095673e+00
2.049000000000000000e+03 5.335773702228544302e+00
4.097000000000000000e+03 7.675248681729323508e+00
8.193000000000000000e+03 1.336164723275104471e+01
