# w mse
3.000000000000000000e+00 9.766788457642001323e-04
5.000000000000000000e+00 3.499935383751946044e-03
9.000000000000000000e+00 1.252613275152314638e-02
1.700000000000000000e+01 4.535864155632212541e-02
3.300000000000000000e+01 1.520991458836017107e-01
6.500000000000000000e+01 3.937080648966220786e-01
1.290000000000000000e+02 8.692719111981774827e-01
2.570000000000000000e+02 2.307758051012956724e+00
5.130000000000000000e+02 6.462101957219481108e+00
1.025000000000000000e+03 1.574179873751829639e+01
2.049000000000000000e+03 2.278954517836387339e+01
4.097000000000000000e+03 2.474604040166820340e+01
8.193000000000000000e+03 3.249584567915379552e+01
