# w mse
3.000000000000000000e+00 7.550093538330166811e-03
5.000000000000000000e+00 1.889864458927891649e-02
9.000000000000000000e+00 5.568040944693453120e-02
1.700000000000000000e+01 1.484893384586985499e-01
3.300000000000000000e+01 3.524038089064853163e-01
6.500000000000000000e+01 7.780225681027603812e-01
1.290000000000000000e+02 1.653987571292868219e+00
2.570000000000000000e+02 3.446261293873092324e+00
5.130000000000000000e+02 7.128441355694318915e+00
1.025000000000000000e+03 1.528988775114827092e+01
2.049000000000000000e+03 2.959132536676496628e+01
4.097000000000000000e+03 3.633636563408218478e+01
8.193000000000000000e+03 3.538397637273273233e+01
