# hist edge err
2.297560572070769467e+03 2.195146020234701740e-07 1.148780286035384734e+03
2.326090039067334601e+03 3.252333870135681036e-07 9.496222819142598155e+02
5.233275032485328211e+02 4.818666050152240203e-07 3.700484263284624831e+02
7.064344141196380633e+02 7.139347751502866185e-07 3.532172070598190317e+02
1.072809618544923524e+03 1.057767560283175943e-06 3.576032061816411556e+02
1.287266373367011056e+03 1.567191080378308254e-06 3.218165933417527640e+02
1.574761296617343078e+03 2.321954250288983734e-06 2.924258315234902170e+02
9.895751740581655440e+02 3.440213263039765706e-06 1.904438310419508866e+02
1.113181124588442572e+03 5.097028631688902760e-06 1.659432443899613361e+02
9.349957560645225385e+02 7.551770453120363938e-06 1.249440634743252474e+02
1.104373510201014597e+03 1.118872211587422100e-05 1.115585711465611780e+02
9.963903061198876685e+02 1.657723885589317792e-05 8.705502524746792403e+01
7.495133046659874481e+02 2.456087882417329026e-05 6.203016245273918372e+01
6.444774520656042114e+02 3.638945990099389503e-05 4.725537952086668270e+01
5.355481930947516958e+02 5.391471540435075572e-05 3.539002074371259710e+01
4.040837017438451539e+02 7.988017808015701257e-05 2.525523135899032212e+01
2.737995844890131139e+02 1.183506729519468971e-04 1.707914883042518994e+01
2.416057308488715876e+02 1.753486550082959227e-04 1.318067321369144551e+01
1.868516667848596740e+02 2.597970087225649673e-04 9.522842719234279940e+00
1.267697122269509009e+02 3.849159021949680897e-04 6.444066625361909217e+00
1.023655497516478619e+02 5.702923697662180998e-04 4.757330543545958079e+00
7.312017208790383904e+01 8.449466108283339421e-04 3.303232667160654223e+00
6.093471611204554250e+01 1.251875025862529299e-03 2.477348498476100502e+00
4.085565543782820441e+01 1.854781190070614854e-03 1.666536946215834147e+00
3.308120096336440952e+01 2.748048480853345320e-03 1.232008304398191090e+00
2.511511376550086183e+01 4.071515547789694191e-03 8.819109250493467611e-01
1.956403526394887749e+01 6.032367686157238951e-03 6.394704972787993436e-01
1.554649442390363312e+01 8.937571151054240354e-03 4.683188926188294188e-01
1.216886371931728128e+01 1.324192791886045356e-02 3.403961194967992099e-01
9.550063860734748999e+00 1.961927374280119860e-02 2.477404208302119160e-01
7.812130181598813117e+00 2.906796537132130820e-02 1.840825472897514303e-01
4.941928911969120541e+00 4.306717067640523228e-02 1.202846677100267297e-01
2.365301432038001472e+00 6.380842850117610099e-02 6.836588175499429265e-02
6.815246009249570358e-01 9.453872831307959246e-02 3.014887332798706424e-02
1.305259707752086384e-01 1.400688178817869334e-01 1.083959187640244105e-02
1.275899646484102840e-02 2.075263132145059586e-01 2.784241290086094268e-03
8.201541952077490757e-04 3.074715081321838239e-01 5.799365930499947178e-04
