# hist edge err
1.188748083261069223e+04 7.405684692262442192e-06 4.448777891318765114e+02
5.747670600987036778e+03 1.649648074098020639e-05 2.072663029408937234e+02
3.295174218939532238e+03 2.462092401494625450e-05 1.284592654390821451e+02
3.388916105602110292e+03 3.674661940736687922e-05 1.066350878055455524e+02
3.129432840687833504e+03 5.484416576121014950e-05 8.387760438586184364e+01
2.242890414040149608e+03 8.185467307069021234e-05 5.812469753031604114e+01
1.897396795763558885e+03 1.221677348996791812e-04 4.376019395264729184e+01
1.744644622045167580e+03 1.823348000868440328e-04 3.434765745389638170e+01
1.345645538807599223e+03 2.721338768375308921e-04 2.469178298218507805e+01
6.277861316945019325e+02 4.061585988376979588e-04 1.380500125133269052e+01
1.391247001647965078e+02 6.061898993497572431e-04 5.319565864638109431e+00
3.134461444721465995e+01 9.047357242349293423e-04 2.066802671261282587e+00
2.191458720224903178e+00 1.350314037869872197e-03 4.473296380769709590e-01
