# w mse
3.000000000000000000e+00 2.920686316072878749e-02
5.000000000000000000e+00 6.458260043546441842e-02
9.000000000000000000e+00 1.501855972821865559e-01
1.700000000000000000e+01 3.245320869740331293e-01
3.300000000000000000e+01 6.704164762158383306e-01
6.500000000000000000e+01 1.353805840337899635e+00
1.290000000000000000e+02 2.682798464141202821e+00
2.570000000000000000e+02 5.013432927145117901e+00
5.130000000000000000e+02 8.445080086573565126e+00
1.025000000000000000e+03 1.383705027139506605e+01
2.049000000000000000e+03 2.089394990170670141e+01
4.097000000000000000e+03 2.121678271689316730e+01
8.193000000000000000e+03 2.401150229139119574e+01
