# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 2.703365120266101439e-03
9.000000000000000000e+00 1.007371908517837138e-02
1.700000000000000000e+01 3.365498939105116688e-02
3.300000000000000000e+01 9.239310120196701781e-02
6.500000000000000000e+01 2.245401473244961754e-01
1.290000000000000000e+02 5.069775129602908104e-01
2.570000000000000000e+02 1.087349297742249865e+00
5.130000000000000000e+02 2.194661045370493557e+00
1.025000000000000000e+03 4.379728141657682094e+00
2.049000000000000000e+03 8.783796998659751054e+00
4.097000000000000000e+03 1.313146016950559414e+01
8.193000000000000000e+03 1.897771552890135993e+01
