# theta phi size
-2.743917698434168528e+01 6.958229013109702521e+01 3.000000000000000000e+00
1.525608230156583431e+02 1.104177098689029890e+02 2.000000000000000000e+00
-8.970320799356315433e+01 1.730798319648318682e+02 3.000000000000000000e+00
1.302018907383440762e+02 1.196090340636146436e+02 2.000000000000000000e+00
2.600359640334208855e+00 8.898473709893401917e+01 2.000000000000000000e+00
-1.402773584692019142e+02 5.482128458913350499e+01 2.000000000000000000e+00
-1.839839348212429471e+01 1.363569783727638765e+02 6.000000000000000000e+00
1.311375556497964681e+02 1.233905708645993258e+02 2.000000000000000000e+00
1.290907762496549935e+02 9.096417487241347999e+01 2.000000000000000000e+00
8.312548977447060849e+01 4.833786388648968035e+00 7.000000000000000000e+00
9.029679200643685988e+01 6.920168035168149601e+00 2.000000000000000000e+00
-4.979810926165592377e+01 6.039096593638535637e+01 4.000000000000000000e+00
-1.773996403596657956e+02 9.101526290106599504e+01 2.000000000000000000e+00
3.972264153079809290e+01 1.251787154108665021e+02 4.000000000000000000e+00
1.616016065178756946e+02 4.364302162723615197e+01 2.000000000000000000e+00
-4.886244435020353905e+01 5.660942913540068133e+01 2.000000000000000000e+00
-5.090922375034500647e+01 8.903582512758652001e+01 3.000000000000000000e+00
-9.687451022552939151e+01 1.751662136113510257e+02 2.000000000000000000e+00
3.797771091997114379e+00 9.538979713197612398e+01 3.000000000000000000e+00
1.771675083690251640e+01 5.786519281336776288e+01 2.000000000000000000e+00
1.271686936676617705e+02 1.183095190922649351e+02 2.000000000000000000e+00
4.570525470312393423e+01 1.160965229644507417e+02 1.500000000000000000e+01
1.589601727585633739e+02 5.715608122880557573e+01 2.000000000000000000e+00
-1.359844579954950632e+02 1.128876458998374233e+02 5.000000000000000000e+00
-1.722229457615205206e+02 1.002993558671618928e+02 3.000000000000000000e+00
-5.810129218490956760e+01 2.514023715845789209e+00 2.000000000000000000e+00
9.114870352631649553e+01 1.689064712071249801e+02 7.000000000000000000e+00
-9.283273344831641793e+01 8.415270094089319741e+01 1.700000000000000000e+01
-8.915963926545786933e+01 1.733086766416862474e+02 6.000000000000000000e+00
1.800000000000000000e+02 1.453460565644023177e+02 2.000000000000000000e+00
3.786850468465026864e+01 1.284053719513720182e+02 2.000000000000000000e+00
7.570854111948661114e+01 1.681814397328777488e+02 2.000000000000000000e+00
-2.428434876989182811e+01 9.089397592142182702e+01 2.000000000000000000e+00
-1.730679239602316954e+02 2.746293786779034019e+00 5.000000000000000000e+00
-1.795077321016398173e+02 9.477228449372003638e+01 2.000000000000000000e+00
3.559008224535397336e+00 9.540870417864245212e+01 1.700000000000000000e+01
-1.609136969000527131e+02 1.110052827965632716e+01 3.000000000000000000e+00
6.196255217395184189e+01 1.053587273600572871e+02 3.000000000000000000e+00
3.864233292942639508e+01 6.562083663827560542e+01 2.000000000000000000e+00
-1.543283605161663559e+02 1.289916488238726515e+02 2.000000000000000000e+00
5.253539449508418668e-01 8.674059607962394125e+01 2.000000000000000000e+00
9.000000000000000000e+01 8.786195967243953930e+01 6.000000000000000000e+00
2.109447079996055052e+01 9.000155912468055419e+01 2.000000000000000000e+00
-1.738015005633738781e+02 8.221042608476534497e+01 7.000000000000000000e+00
1.384673975317123791e+02 2.535053633946266061e+01 1.600000000000000000e+01
4.123462574665547109e+00 8.414485107212723847e+01 2.000000000000000000e+00
8.145110009201808055e+01 9.179188186086720691e+01 5.000000000000000000e+00
-1.014071002881287455e+02 9.535560802425574423e+01 2.000000000000000000e+00
1.748472618770723841e+02 9.386920762158439402e+01 3.000000000000000000e+00
1.757066950124141513e+01 1.345309463638278373e+02 7.000000000000000000e+00
-1.762022289080028941e+02 8.461020286802387602e+01 3.000000000000000000e+00
-1.622832491630974801e+02 1.221348071866322442e+02 2.000000000000000000e+00
-5.283130633233821527e+01 6.169048090773507198e+01 4.000000000000000000e+00
-1.342947452968760729e+02 6.390347703554926539e+01 2.000000000000000000e+00
-2.103982724143665095e+01 1.228439187711944243e+02 2.000000000000000000e+00
4.401554200450493681e+01 6.711235410016257674e+01 6.000000000000000000e+00
7.777054238479492732e+00 7.970064413283810723e+01 2.000000000000000000e+00
1.218987078150904466e+02 1.774859762841542192e+02 7.000000000000000000e+00
-8.885129647368353289e+01 1.109352879287503058e+01 2.000000000000000000e+00
8.716726655168356785e+01 9.584729905910681680e+01 2.000000000000000000e+00
9.084036073454211646e+01 6.691323358313756131e+00 3.000000000000000000e+00
0.000000000000000000e+00 3.465394343559771073e+01 7.600000000000000000e+01
-1.421314953153497243e+02 5.159462804862799601e+01 1.800000000000000000e+01
-1.042914588805134031e+02 1.181856026712225116e+01 2.000000000000000000e+00
1.557156512301081648e+02 8.910602407857820140e+01 7.000000000000000000e+00
6.932076039768336528e+00 1.772537062132209655e+02 2.000000000000000000e+00
4.922678983601833647e-01 8.522771550627996362e+01 7.000000000000000000e+00
-1.764409917754646244e+02 8.459129582135757630e+01 2.000000000000000000e+00
1.908630309994727625e+01 1.688994717203436835e+02 4.000000000000000000e+00
-1.180374478260481652e+02 7.464127263994272710e+01 2.000000000000000000e+00
-1.413576670705735978e+02 1.143791633617244088e+02 2.000000000000000000e+00
2.567163948383364414e+01 5.100835117612732716e+01 2.000000000000000000e+00
-1.794746460550491634e+02 9.325940392037608717e+01 3.000000000000000000e+00
-9.000000000000000000e+01 9.213804032756047491e+01 3.000000000000000000e+00
-1.589055292000394672e+02 8.999844087531944581e+01 2.000000000000000000e+00
6.198499436626139669e+00 9.778957391523465503e+01 3.000000000000000000e+00
-4.153260246828762803e+01 1.546494636605373501e+02 2.000000000000000000e+00
-1.758765374253344760e+02 9.585514892787276153e+01 6.000000000000000000e+00
-9.854889990798194788e+01 8.820811813913280730e+01 2.000000000000000000e+00
7.859289971187125445e+01 8.464439197574426998e+01 3.700000000000000000e+01
-5.152738122927617681e+00 8.613079237841563440e+01 2.000000000000000000e+00
-1.624293304987586168e+02 4.546905363617216267e+01 3.000000000000000000e+00
1.107938837056817789e+02 4.431185854146694680e+01 2.000000000000000000e+00
-1.029848080415231095e+02 1.061488664289808241e+02 2.000000000000000000e+00
-1.784226666530217074e+02 4.308381252997573085e+01 2.000000000000000000e+00
-4.115002752703648525e+01 5.779269133090370048e+00 5.000000000000000000e+00
-1.107946729430750992e+02 1.070622428044255940e+02 4.000000000000000000e+00
5.585434518475265975e+01 7.272949526875530069e+01 7.000000000000000000e+00
-9.419438718212758488e+01 1.740546664692110710e+02 7.000000000000000000e+00
-3.398836872812990606e+01 6.145358060332080896e+01 1.600000000000000000e+01
1.601914921255551860e+02 6.111588963364134486e+01 2.000000000000000000e+00
-4.407343201919871234e+01 1.141037252811246532e+02 2.000000000000000000e+00
2.241303138697678499e+00 9.522734064281671351e+01 2.000000000000000000e+00
-1.748754808515882431e+01 9.849915386780880056e+01 2.000000000000000000e+00
1.039823105214345560e+02 1.772966884398760214e+02 1.300000000000000000e+01
-9.024703200457373953e+01 1.305349588185823961e+02 1.900000000000000000e+01
1.488349641200016436e+02 9.963477153115481144e+01 3.800000000000000000e+01
-1.775467127574085282e+02 5.499094494591052040e+01 1.300000000000000000e+01
1.165680212060418910e+02 7.505903694037660046e+01 4.000000000000000000e+00
-1.318763141681930620e+02 1.360693467004035710e+02 2.000000000000000000e+00
