# theta phi
8.955243167912006186e+01 1.371976238198582720e+01
2.323644158479988064e+01 8.593780388544482207e+01
-9.044756832087993814e+01 1.662802376180141550e+02
-1.567635584152001513e+02 9.406219611455519214e+01
-1.614992894121906204e+02 1.711220567555951177e+01
1.850071058780938671e+01 1.628877943244405060e+02
3.239759490171052647e+01 1.664655152639563767e+02
-1.476024050982894664e+02 1.353448473604359847e+01
2.974898517615594540e-01 9.324004174617857643e+01
-1.797025101482384457e+02 8.675995825382142357e+01
4.234673248796229927e+01 9.909196043636467266e+01
-6.132295853489377890e-01 9.127529373365136678e+01
1.688205974824074929e+02 1.345282775179420014e+02
-1.376532675120377007e+02 8.090803956363534155e+01
1.793867704146510675e+02 8.872470626634863322e+01
-1.117940251759252313e+01 4.547172248205802703e+01
-1.288305489188880699e+02 6.153109246481356820e+01
5.116945108111193719e+01 1.184689075351864318e+02
1.207092424490438702e+02 6.208662915268443783e+01
1.499303227734249617e+02 1.038484680039046424e+02
-5.929075755095614397e+01 1.179133708473155764e+02
-3.006967722657505249e+01 7.615153199609537182e+01
1.290162559212828626e+02 7.215947339361764534e+01
-5.098374407871713032e+01 1.078405266063823689e+02
