# w mse
3.000000000000000000e+00 3.266916773930785261e-03
5.000000000000000000e+00 3.897490510785325043e-03
9.000000000000000000e+00 6.328892779352025648e-03
1.700000000000000000e+01 1.094977733946241386e-02
3.300000000000000000e+01 2.853754856732368742e-02
6.500000000000000000e+01 8.061862796532523467e-02
1.290000000000000000e+02 2.214995534729296556e-01
2.570000000000000000e+02 5.516042442609560004e-01
5.130000000000000000e+02 1.231728487899247160e+00
1.025000000000000000e+03 2.276713557845929881e+00
2.049000000000000000e+03 3.463930260083120327e+00
4.097000000000000000e+03 5.030914394215617591e+00
8.193000000000000000e+03 7.549578238129262431e+00
