# w mse
3.000000000000000000e+00 8.099355494761565841e-03
5.000000000000000000e+00 1.984625392032680208e-02
9.000000000000000000e+00 5.782741160441904477e-02
1.700000000000000000e+01 1.500312731067929561e-01
3.300000000000000000e+01 3.535949902930947131e-01
6.500000000000000000e+01 8.041567732400966007e-01
1.290000000000000000e+02 1.789528104614029447e+00
2.570000000000000000e+02 3.855305316922455816e+00
5.130000000000000000e+02 7.825589238635169309e+00
1.025000000000000000e+03 1.481066361010821986e+01
2.049000000000000000e+03 2.444121741397868774e+01
4.097000000000000000e+03 3.070389416905514324e+01
8.193000000000000000e+03 3.576681876719991493e+01
