# w mse
3.000000000000000000e+00 8.047616594743506671e-03
5.000000000000000000e+00 1.900031199509514060e-02
9.000000000000000000e+00 5.040889506431148887e-02
1.700000000000000000e+01 1.237336540267663793e-01
3.300000000000000000e+01 2.866371760697085103e-01
6.500000000000000000e+01 6.460924825655416370e-01
1.290000000000000000e+02 1.465098216568362144e+00
2.570000000000000000e+02 3.316140350364325418e+00
5.130000000000000000e+02 7.068673694518270878e+00
1.025000000000000000e+03 1.371590891087904929e+01
2.049000000000000000e+03 2.415297254525215109e+01
4.097000000000000000e+03 2.973445964439949307e+01
8.193000000000000000e+03 3.506084784225371465e+01
