# hist edge_left edge_right err
0.000000000000000000e+00 1.000000000000000036e-10 1.472540427624120887e-10 0.000000000000000000e+00
0.000000000000000000e+00 1.472540427624120887e-10 2.168375310987437557e-10 0.000000000000000000e+00
0.000000000000000000e+00 2.168375310987437557e-10 3.193020307691027309e-10 0.000000000000000000e+00
0.000000000000000000e+00 3.193020307691027309e-10 4.701851489299847106e-10 0.000000000000000000e+00
0.000000000000000000e+00 4.701851489299847106e-10 6.923666402678734280e-10 0.000000000000000000e+00
0.000000000000000000e+00 6.923666402678734280e-10 1.019537868532730279e-09 0.000000000000000000e+00
0.000000000000000000e+00 1.019537868532730279e-09 1.501310728908171226e-09 0.000000000000000000e+00
0.000000000000000000e+00 1.501310728908171226e-09 2.210740742743127932e-09 0.000000000000000000e+00
0.000000000000000000e+00 2.210740742743127932e-09 3.255405118685032021e-09 0.000000000000000000e+00
0.000000000000000000e+00 3.255405118685032021e-09 4.793715645558228837e-09 0.000000000000000000e+00
0.000000000000000000e+00 4.793715645558228837e-09 7.058940086618752643e-09 0.000000000000000000e+00
0.000000000000000000e+00 7.058940086618752643e-09 1.039457465372262610e-08 0.000000000000000000e+00
0.000000000000000000e+00 1.039457465372262610e-08 1.530643140556359372e-08 0.000000000000000000e+00
0.000000000000000000e+00 1.530643140556359372e-08 2.253933904734793380e-08 0.000000000000000000e+00
0.000000000000000000e+00 2.253933904734793380e-08 3.319008795914677014e-08 0.000000000000000000e+00
0.000000000000000000e+00 3.319008795914677014e-08 4.887374631624427374e-08 0.000000000000000000e+00
0.000000000000000000e+00 4.887374631624427374e-08 7.196856730011529258e-08 0.000000000000000000e+00
0.000000000000000000e+00 7.196856730011529258e-08 1.059766248676070823e-07 0.000000000000000000e+00
0.000000000000000000e+00 1.059766248676070823e-07 1.560548645007074991e-07 0.000000000000000000e+00
0.000000000000000000e+00 1.560548645007074991e-07 2.297970969046964957e-07 0.000000000000000000e+00
0.000000000000000000e+00 2.297970969046964957e-07 3.383855153428233349e-07 0.000000000000000000e+00
0.000000000000000000e+00 3.383855153428233349e-07 4.982863514647305510e-07 0.000000000000000000e+00
0.000000000000000000e+00 4.982863514647305510e-07 7.337467970651388360e-07 0.000000000000000000e+00
0.000000000000000000e+00 7.337467970651388360e-07 1.080471822318128560e-06 0.000000000000000000e+00
0.000000000000000000e+00 1.080471822318128560e-06 1.591038439272153261e-06 0.000000000000000000e+00
0.000000000000000000e+00 1.591038439272153261e-06 2.342868423732235377e-06 0.000000000000000000e+00
0.000000000000000000e+00 2.342868423732235377e-06 3.449968470549722878e-06 0.000000000000000000e+00
0.000000000000000000e+00 3.449968470549722878e-06 5.080218046913022430e-06 0.000000000000000000e+00
0.000000000000000000e+00 5.080218046913022430e-06 7.480826455225093451e-06 0.000000000000000000e+00
0.000000000000000000e+00 7.480826455225093451e-06 1.101581938735901806e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.101581938735901806e-05 1.622123939129172838e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.622123939129172838e-05 2.388643078984600327e-05 0.000000000000000000e+00
0.000000000000000000e+00 2.388643078984600327e-05 3.517373500969387274e-05 0.000000000000000000e+00
0.000000000000000000e+00 3.517373500969387274e-05 5.179474679231212499e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.179474679231212499e-05 7.626985859023451084e-05 0.000000000000000000e+00
0.000000000000000000e+00 7.626985859023451084e-05 1.123104501832953867e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.123104501832953867e-04 1.653816783395673049e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.653816783395673049e-04 2.435312073433417519e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.435312073433417519e-04 3.586095482011836342e-04 0.000000000000000000e+00
4.000000000000000000e+00 3.586095482011836342e-04 5.280670574582647199e-04 4.000000000000000000e+00
2.000000000000000000e+00 5.280670574582647199e-04 7.776000906038043345e-04 2.000000000000000000e+00
1.800000000000000000e+01 7.776000906038043345e-04 1.145047569938283582e-03 1.800000000000000000e+01
1.800000000000000000e+01 1.145047569938283582e-03 1.686128838286883981e-03 1.800000000000000000e+01
1.400000000000000000e+01 1.686128838286883981e-03 2.482892880560329946e-03 1.400000000000000000e+01
9.000000000000000000e+00 2.482892880560329946e-03 3.656160144085201114e-03 9.000000000000000000e+00
6.000000000000000000e+00 3.656160144085201114e-03 5.383843622033500365e-03 6.000000000000000000e+00
0.000000000000000000e+00 5.383843622033500365e-03 7.927927389450606724e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.927927389450606724e-03 1.167419358823457501e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.167419358823457501e-02 1.719072201858578078e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.719072201858578078e-02 2.531403315241569432e-02 0.000000000000000000e+00
1.000000000000000000e+00 2.531403315241569432e-02 3.727593720314953396e-02 1.000000000000000000e+00
0.000000000000000000e+00 3.727593720314953396e-02 5.489032450921568773e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.489032450921568773e-02 8.082822192522723381e-02 0.000000000000000000e+00
0.000000000000000000e+00 8.082822192522723381e-02 1.190228244778719219e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.190228244778719219e-01 1.752659208536762048e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.752659208536762048e-01 2.580861540418076805e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.580861540418076805e-01 3.800422956365897553e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.800422956365897553e-01 5.596276445319563475e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.596276445319563475e-01 8.240743309893665547e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.240743309893665547e-01 1.213482767749147984e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.213482767749147984e+00 1.786902433735832130e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.786902433735832130e+00 2.631286073895944710e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.631286073895944710e+00 3.874675120456144040e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.874675120456144040e+00 5.705615758781032554e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.705615758781032554e+00 8.401749869294343753e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.401749869294343753e+00 1.237191634532164564e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.237191634532164564e+01 1.821814698566978663e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.821814698566978663e+01 2.682695795279727236e+01 0.000000000000000000e+00
0.000000000000000000e+00 2.682695795279727236e+01 3.950378013566656676e+01 0.000000000000000000e+00
0.000000000000000000e+00 3.950378013566656676e+01 5.817091329374369479e+01 0.000000000000000000e+00
0.000000000000000000e+00 5.817091329374369479e+01 8.565902153685499343e+01 0.000000000000000000e+00
0.000000000000000000e+00 8.565902153685499343e+01 1.261363722037447559e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.261363722037447559e+02 1.857409074638575532e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.857409074638575532e+02 2.735109953041210815e+02 0.000000000000000000e+00
0.000000000000000000e+00 2.735109953041210815e+02 4.027559979850310015e+02 0.000000000000000000e+00
0.000000000000000000e+00 4.027559979850310015e+02 5.930744895010570872e+02 0.000000000000000000e+00
0.000000000000000000e+00 5.930744895010570872e+02 8.733261623828437905e+02 0.000000000000000000e+00
0.000000000000000000e+00 8.733261623828437905e+02 1.286008080610570460e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.286008080610570460e+03 1.893698888950364108e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.893698888950364108e+03 2.788548171726303281e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.788548171726303281e+03 4.106249917244310382e+03 0.000000000000000000e+00
0.000000000000000000e+00 4.106249917244310382e+03 6.046619009070447646e+03 0.000000000000000000e+00
0.000000000000000000e+00 6.046619009070447646e+03 8.903890941296771416e+03 0.000000000000000000e+00
0.000000000000000000e+00 8.903890941296771416e+03 1.311133937421568407e+04 0.000000000000000000e+00
0.000000000000000000e+00 1.311133937421568407e+04 1.930697728883253512e+04 0.000000000000000000e+00
0.000000000000000000e+00 1.930697728883253512e+04 2.843030459302676536e+04 0.000000000000000000e+00
0.000000000000000000e+00 2.843030459302676536e+04 4.186477288289964054e+04 0.000000000000000000e+00
0.000000000000000000e+00 4.186477288289964054e+04 6.164757056337173708e+04 0.000000000000000000e+00
0.000000000000000000e+00 6.164757056337173708e+04 9.077853991937595129e+04 0.000000000000000000e+00
0.000000000000000000e+00 9.077853991937595129e+04 1.336750699919711915e+05 0.000000000000000000e+00
0.000000000000000000e+00 1.336750699919711915e+05 1.968419447286615323e+05 0.000000000000000000e+00
0.000000000000000000e+00 1.968419447286615323e+05 2.898577214651079848e+05 0.000000000000000000e+00
0.000000000000000000e+00 2.898577214651079848e+05 4.268272131163834129e+05 0.000000000000000000e+00
0.000000000000000000e+00 4.268272131163834129e+05 6.285203269240109948e+05 0.000000000000000000e+00
0.000000000000000000e+00 6.285203269240109948e+05 9.255215909791392041e+05 0.000000000000000000e+00
0.000000000000000000e+00 9.255215909791392041e+05 1.362867959355772706e+06 0.000000000000000000e+00
0.000000000000000000e+00 1.362867959355772706e+06 2.006878167664978886e+06 0.000000000000000000e+00
0.000000000000000000e+00 2.006878167664978886e+06 2.955209235202900134e+06 0.000000000000000000e+00
0.000000000000000000e+00 2.955209235202900134e+06 4.351665070924429223e+06 0.000000000000000000e+00
0.000000000000000000e+00 4.351665070924429223e+06 6.408002744416009635e+06 0.000000000000000000e+00
0.000000000000000000e+00 6.408002744416009635e+06 9.436043101478889585e+06 0.000000000000000000e+00
0.000000000000000000e+00 9.436043101478889585e+06 1.389495494373147376e+07 0.000000000000000000e+00
0.000000000000000000e+00 1.389495494373147376e+07 2.046088289466023445e+07 0.000000000000000000e+00
0.000000000000000000e+00 2.046088289466023445e+07 3.012947724727004394e+07 0.000000000000000000e+00
0.000000000000000000e+00 3.012947724727004394e+07 4.436687330978624523e+07 0.000000000000000000e+00
0.000000000000000000e+00 4.436687330978624523e+07 6.533201459593783319e+07 0.000000000000000000e+00
0.000000000000000000e+00 6.533201459593783319e+07 9.620403271064759791e+07 0.000000000000000000e+00
0.000000000000000000e+00 9.620403271064759791e+07 1.416643274669030905e+08 0.000000000000000000e+00
0.000000000000000000e+00 1.416643274669030905e+08 2.086064493471969664e+08 0.000000000000000000e+00
0.000000000000000000e+00 2.086064493471969664e+08 3.071814301268709302e+08 0.000000000000000000e+00
0.000000000000000000e+00 3.071814301268709302e+08 4.523370744772114754e+08 0.000000000000000000e+00
0.000000000000000000e+00 4.523370744772114754e+08 6.660846290809167624e+08 0.000000000000000000e+00
0.000000000000000000e+00 6.660846290809167624e+08 9.808365445406670570e+08 0.000000000000000000e+00
0.000000000000000000e+00 9.808365445406670570e+08 1.444321464727290869e+09 0.000000000000000000e+00
0.000000000000000000e+00 1.444321464727290869e+09 2.126821747296221256e+09 0.000000000000000000e+00
0.000000000000000000e+00 2.126821747296221256e+09 3.131831005243857384e+09 0.000000000000000000e+00
0.000000000000000000e+00 3.131831005243857384e+09 4.611747767708270073e+09 0.000000000000000000e+00
0.000000000000000000e+00 4.611747767708270073e+09 6.790985029955720901e+09 0.000000000000000000e+00
0.000000000000000000e+00 6.790985029955720901e+09 1.000000000000000000e+10 0.000000000000000000e+00
