#grainID1 grainID2 x y phi1 Phi phi2 angle
0 51 -5.142672e+01 -5.332422e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 51 -5.142672e+01 -5.327422e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 51 -5.142672e+01 -5.337422e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
49 61 -5.089990e+01 -5.483667e+01 1.352425e+02 1.096044e+02 1.353014e+02 1.316523e+02
49 61 -5.092155e+01 -5.482420e+01 1.351041e+02 1.094992e+02 1.346865e+02 1.319217e+02
49 61 -5.087825e+01 -5.484887e+01 1.352874e+02 1.099603e+02 1.351798e+02 1.319128e+02
49 61 -5.077000e+01 -5.486404e+01 3.146920e+02 1.088009e+02 4.509876e+01 1.088011e+02
49 61 -5.079164e+01 -5.485905e+01 3.155548e+02 1.098969e+02 1.345688e+02 1.321347e+02
49 61 -5.074837e+01 -5.487453e+01 3.155981e+02 7.185554e+01 2.247200e+02 1.797424e+02
0 61 -5.142672e+01 -5.492419e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.497419e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
49 61 -5.094320e+01 -5.481170e+01 3.147403e+02 7.012572e+01 3.144975e+02 1.098120e+02
0 61 -5.142672e+01 -5.567418e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.562418e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.527419e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
51 61 -4.829526e+01 -5.670777e+01 9.733751e+01 4.069143e+01 1.700915e+02 9.922536e+01
52 61 -4.826151e+01 -5.673942e+01 7.099247e+01 8.278217e+01 3.111641e+02 8.517680e+01
51 52 -4.826636e+01 -5.670801e+01 2.060942e+02 4.767197e+01 2.653780e+01 1.321540e+02
51 61 -4.832301e+01 -5.667332e+01 3.532593e+02 4.932972e+01 6.515467e-01 4.968078e+01
52 61 -4.822695e+01 -5.676910e+01 1.503795e+01 1.375437e+02 2.087873e+02 1.644681e+02
49 51 -5.010011e+01 -5.500141e+01 4.759610e+01 1.110935e+02 7.693166e+01 1.494690e+02
49 51 -5.008323e+01 -5.504196e+01 3.129458e+02 6.869531e+01 2.547907e+02 1.571722e+02
10 12 -1.615114e+01 -6.909757e+00 6.734869e+01 1.261653e+02 3.125211e+02 1.270361e+02
10 12 -1.617279e+01 -6.914718e+00 1.908668e+02 1.265594e+02 2.283696e+02 1.339809e+02
30 31 -2.157683e+01 -2.735485e+01 3.143948e+02 7.046260e+01 2.248328e+02 1.793690e+02
30 31 -2.158537e+01 -2.733710e+01 2.061302e+02 4.820561e+01 2.649455e+01 1.322656e+02
0 4 -5.133677e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 4 -5.137646e+01 2.068345e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 4 -5.126795e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 4 -5.142672e+01 -6.749901e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 4 -5.142672e+01 -6.249908e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 4 -5.142672e+01 -7.249894e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4 25 -5.074837e+01 -3.884790e+00 7.184229e+00 1.111655e+02 8.508296e+01 1.338815e+02
0 18 -2.831862e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 18 -2.840522e+01 2.886709e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 2.886709e-02 -9.999853e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 2.886709e-02 -1.499978e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 3 2.886709e-02 -4.999927e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
57 58 -2.460285e+01 -5.784010e+01 1.347582e+02 7.111002e+01 4.501656e+01 1.798167e+02
57 58 -2.461513e+01 -5.786148e+01 3.146023e+02 1.092305e+02 2.238917e+02 1.791279e+02
57 58 -2.463805e+01 -5.789915e+01 3.148818e+02 1.096978e+02 4.451479e+01 1.096989e+02
57 58 -2.465146e+01 -5.791639e+01 3.146375e+02 6.995673e+01 2.253343e+02 1.799769e+02
57 58 -2.554735e+01 -5.877415e+01 2.064730e+02 4.837087e+01 2.967050e+02 1.465105e+02
57 58 -2.552572e+01 -5.876164e+01 2.064298e+02 4.849410e+01 2.704978e+01 1.315593e+02
57 58 -2.558865e+01 -5.880031e+01 1.344044e+02 1.099586e+02 2.242392e+02 1.099642e+02
57 58 -2.556874e+01 -5.878680e+01 3.149316e+02 7.035394e+01 4.494629e+01 7.035403e+01
57 58 -2.543941e+01 -5.871148e+01 1.350914e+02 1.102094e+02 2.246408e+02 1.102096e+02
57 58 -2.546079e+01 -5.872413e+01 3.147605e+02 6.992291e+01 2.253863e+02 1.798797e+02
57 58 -2.541950e+01 -5.869797e+01 1.349453e+02 1.097368e+02 2.248598e+02 1.097369e+02
57 58 -2.526564e+01 -5.851180e+01 3.149032e+02 1.097372e+02 2.247828e+02 1.798193e+02
57 58 -2.524427e+01 -5.849914e+01 3.147377e+02 7.023558e+01 4.465094e+01 7.023790e+01
57 58 -2.528554e+01 -5.852531e+01 3.150161e+02 1.099152e+02 2.254497e+02 1.797326e+02
0 57 -2.606698e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.615358e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.580718e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.520097e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.528757e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.563398e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.381535e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.372875e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.390195e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.364215e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.355555e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.346894e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.338234e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.329574e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.320914e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 56 -2.225653e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
56 57 -2.268126e+01 -5.945821e+01 1.947497e+02 6.831317e+00 1.478136e+02 1.871750e+01
56 57 -2.266915e+01 -5.943680e+01 2.527851e+02 9.315753e+01 9.595506e+01 9.367951e+01
0 57 -2.450816e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.442156e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 57 -2.459476e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
56 57 -2.270189e+01 -5.948039e+01 1.622867e+02 9.686412e+01 8.698085e+01 1.356928e+02
0 55 -7.216773e-03 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -6.000105e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -8.660127e-02 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -1.732025e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.994912e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.934913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.939913e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.814915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.809915e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.377450e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.464051e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -3.290848e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -1.991829e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -1.905228e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -2.078430e+00 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -7.794114e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 -6.928102e-01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.879914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.874914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 55 2.886709e-02 -5.884914e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
32 37 -4.517539e+01 -1.886966e+01 2.061330e+02 4.820394e+01 1.159389e+02 6.062748e+01
32 37 -4.518216e+01 -1.888873e+01 3.150033e+02 7.067698e+01 2.240268e+02 1.792089e+02
32 37 -4.544402e+01 -1.943721e+01 1.346679e+02 1.094443e+02 4.537593e+01 1.799747e+02
32 37 -4.542468e+01 -1.945070e+01 2.437167e+02 1.324283e+02 2.972638e+02 1.796045e+02
21 32 -4.676471e+01 -1.712474e+01 1.903435e+02 1.266640e+02 2.386657e+02 1.365855e+02
21 32 -4.674332e+01 -1.711209e+01 1.652964e+02 1.424839e+02 4.169533e+01 1.713921e+02
21 32 -4.678634e+01 -1.713722e+01 1.909489e+02 1.267844e+02 2.393550e+02 1.370371e+02
21 25 -4.861348e+01 -1.188238e+01 6.299120e+01 1.320229e+02 1.157948e+02 1.795064e+02
21 25 -4.862633e+01 -1.189966e+01 6.248881e+01 1.318513e+02 1.156622e+02 1.792458e+02
0 32 -5.142672e+01 -2.217467e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 32 -5.142672e+01 -2.222467e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 59 -3.845096e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 59 -3.836436e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
58 59 -3.829941e+01 -5.976394e+01 3.154173e+02 7.052462e+01 2.251099e+02 1.795696e+02
58 59 -3.832104e+01 -5.975897e+01 3.151334e+02 7.063281e+01 2.250887e+02 1.798188e+02
0 60 -3.914377e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 60 -3.905717e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 60 -3.966338e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 60 -3.957678e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
53 60 -4.475121e+01 -5.808665e+01 3.144048e+02 7.053385e+01 2.248586e+02 1.793985e+02
53 60 -4.472956e+01 -5.809882e+01 6.270351e+01 1.321120e+02 2.958907e+02 1.321159e+02
53 60 -4.477286e+01 -5.807447e+01 3.143681e+02 7.037582e+01 2.242174e+02 1.788439e+02
53 60 -4.479451e+01 -5.806399e+01 3.157539e+02 7.150317e+01 2.245316e+02 1.797683e+02
52 53 -4.626183e+01 -5.734511e+01 3.413388e+02 7.084488e+01 2.420971e+02 1.448992e+02
52 53 -4.621368e+01 -5.733464e+01 4.087638e+01 2.666549e+01 1.805444e+01 6.418611e+01
47 58 -4.111397e+01 -5.233672e+01 1.350688e+02 1.094152e+02 2.254170e+02 1.094159e+02
47 58 -4.112249e+01 -5.235680e+01 1.347666e+02 7.036475e+01 4.592848e+01 1.794319e+02
58 60 -4.007472e+01 -5.871130e+01 8.474205e+01 1.217074e+02 1.323983e+02 1.621541e+02
58 60 -4.008299e+01 -5.869138e+01 8.519436e+01 1.218148e+02 1.320545e+02 1.621337e+02
0 60 -4.459965e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 60 -4.451305e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
52 53 -4.393051e+01 -5.678584e+01 1.189436e+02 1.144434e+02 3.516972e+02 1.441172e+02
52 53 -4.388759e+01 -5.677533e+01 1.186397e+02 1.146850e+02 3.512012e+02 1.438665e+02
52 53 -4.397803e+01 -5.679558e+01 2.244262e+02 3.734293e+01 3.007471e+02 1.659577e+02
52 53 -4.384290e+01 -5.676744e+01 2.846297e+02 1.469955e+02 3.074078e+02 1.656842e+02
51 61 -4.880255e+01 -5.629437e+01 9.809583e+01 3.963433e+01 1.701265e+02 9.818623e+01
51 61 -4.877780e+01 -5.631169e+01 9.731749e+01 3.954609e+01 1.698897e+02 9.906717e+01
51 61 -4.899989e+01 -5.607089e+01 6.659539e+00 9.042108e+01 4.988496e+01 1.033004e+02
0 61 -5.142672e+01 -5.977412e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.972412e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.912413e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.907413e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.902413e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.897414e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.927413e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.118135e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.066174e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.057514e+01 -6.002799e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
60 61 -4.911720e+01 -5.969258e+01 2.529708e+02 9.543306e+01 5.224202e+01 1.066384e+02
60 61 -4.910333e+01 -5.967444e+01 2.529796e+02 9.544572e+01 5.224637e+01 1.066437e+02
0 61 -5.142672e+01 -5.797415e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.802415e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.792415e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.767415e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.807415e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.732416e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.737416e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.727416e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.637417e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.642417e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.632417e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 61 -5.142672e+01 -5.627417e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
43 51 -4.970915e+01 -4.562434e+01 1.161501e+02 1.317217e+02 1.526817e+02 1.467375e+02
43 51 -4.968776e+01 -4.561434e+01 1.350117e+02 1.093096e+02 4.496606e+01 1.799872e+02
0 41 -5.142672e+01 -3.782445e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 41 -5.142672e+01 -3.777445e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 51 -5.142672e+01 -5.322422e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 51 -5.142672e+01 -5.202424e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 51 -5.142672e+01 -5.207424e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
52 58 -4.286548e+01 -5.517794e+01 1.248879e+02 1.006747e+02 1.378101e+02 1.301202e+02
52 58 -4.285234e+01 -5.513785e+01 1.251483e+02 1.010427e+02 1.377645e+02 1.302140e+02
52 58 -4.283976e+01 -5.503059e+01 7.234937e+01 1.432461e+02 1.177800e+02 1.768103e+02
52 58 -4.282604e+01 -5.498933e+01 7.176321e+01 1.439167e+02 1.172347e+02 1.772159e+02
52 58 -4.295956e+01 -5.537027e+01 1.244177e+02 1.010527e+02 1.375709e+02 1.307063e+02
52 58 -4.297292e+01 -5.540459e+01 1.243919e+02 1.009844e+02 1.377436e+02 1.305907e+02
49 51 -5.096202e+01 -5.405615e+01 2.223224e+02 1.121858e+02 1.031904e+02 1.156138e+02
49 51 -5.098660e+01 -5.403683e+01 3.071868e+02 7.744339e+01 2.220547e+01 8.238040e+01
49 51 -5.093540e+01 -5.408303e+01 1.322070e+02 1.121017e+02 1.032658e+02 1.498708e+02
0 49 -5.142672e+01 -5.372421e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 49 -5.142672e+01 -5.366171e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
49 51 -5.136841e+01 -5.363742e+01 1.433037e+02 1.026531e+02 2.012188e+02 1.034860e+02
49 51 -5.132790e+01 -5.366318e+01 2.172062e+02 7.756699e+01 2.176579e+01 1.348754e+02
49 51 -5.140785e+01 -5.362667e+01 4.810295e+01 1.101318e+02 7.682342e+01 1.492971e+02
49 51 -5.111295e+01 -5.391763e+01 4.737379e+01 1.115736e+02 7.633681e+01 1.492394e+02
49 51 -5.107595e+01 -5.395677e+01 1.319040e+02 1.107625e+02 1.031798e+02 1.495401e+02
49 51 -5.114642e+01 -5.388404e+01 4.782963e+01 1.117781e+02 7.751086e+01 1.501602e+02
0 49 -5.142672e+01 -5.412421e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 49 -5.142672e+01 -5.407421e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 49 -5.142672e+01 -5.422420e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0 49 -5.142672e+01 -5.427420e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
