# w mse
3.000000000000000000e+00 3.435731228037690104e-04
5.000000000000000000e+00 1.326216481144084280e-03
9.000000000000000000e+00 4.932430249017304841e-03
1.700000000000000000e+01 1.750728165820060467e-02
3.300000000000000000e+01 6.237518716001019120e-02
6.500000000000000000e+01 2.267996241162441307e-01
1.290000000000000000e+02 8.231230939966527327e-01
2.570000000000000000e+02 2.899569680600090571e+00
5.130000000000000000e+02 8.882486965313399097e+00
1.025000000000000000e+03 1.847531964782442060e+01
2.049000000000000000e+03 2.697964574358467971e+01
