# w mse
3.000000000000000000e+00 5.510200015571474702e-04
5.000000000000000000e+00 1.407587074048160906e-03
9.000000000000000000e+00 2.742828915163135917e-03
1.700000000000000000e+01 4.410477103902347984e-03
3.300000000000000000e+01 8.889625573209724435e-03
6.500000000000000000e+01 2.275868408671199647e-02
1.290000000000000000e+02 6.681298584650136041e-02
2.570000000000000000e+02 2.198405972045484325e-01
5.130000000000000000e+02 7.139834258754368390e-01
1.025000000000000000e+03 2.104593711004921541e+00
2.049000000000000000e+03 4.220473571510915178e+00
4.097000000000000000e+03 6.386668277372160141e+00
8.193000000000000000e+03 9.882095354415024957e+00
