# theta phi
1.309706353739203735e+02 1.146501899027707054e+02
-4.902936462607963364e+01 6.534981009722929457e+01
1.324506060030476533e+02 1.254873582272901444e+02
-4.754939399695235380e+01 5.451264177270987688e+01
1.295310013658833270e+02 9.641336079391629710e+01
-5.046899863411669429e+01 8.358663920608370290e+01
1.211305890531883733e+02 1.042448710230389537e+02
-5.886941094681161957e+01 7.575512897696104631e+01
8.134078460272743882e+01 6.578848339352657604e+01
-9.865921539727256118e+01 1.142115166064734240e+02
1.376344894952101470e+02 1.183353556645914040e+02
-4.236551050478986014e+01 6.166464433540859602e+01
1.372699140768417010e+02 1.022688347655700625e+02
-4.273008592315831322e+01 7.773116523442993753e+01
-4.671912766707999509e+01 7.013526808621494979e+01
1.332808723329200120e+02 1.098647319137850644e+02
-4.891541582180352776e+01 6.891344752391782436e+01
1.310845841781964793e+02 1.110865524760821756e+02
-4.757724811064247916e+01 6.941035215090028032e+01
1.324227518893574995e+02 1.105896478490997339e+02
