# w mse
3.000000000000000000e+00 5.035378445353777370e-03
5.000000000000000000e+00 6.319849643525294464e-03
9.000000000000000000e+00 1.223211922854097744e-02
1.700000000000000000e+01 2.811418886867274661e-02
3.300000000000000000e+01 6.329968319521732389e-02
6.500000000000000000e+01 1.399047920309837989e-01
1.290000000000000000e+02 2.951566424131246147e-01
2.570000000000000000e+02 5.720211170040594428e-01
5.130000000000000000e+02 1.027520290575608231e+00
1.025000000000000000e+03 1.809939895255815445e+00
2.049000000000000000e+03 2.975269832627170263e+00
4.097000000000000000e+03 4.809169163059129559e+00
8.193000000000000000e+03 7.365098389726769668e+00
