# w mse
3.000000000000000000e+00 5.158166733468919117e-04
5.000000000000000000e+00 1.312515126039714248e-03
9.000000000000000000e+00 2.578232903263558314e-03
1.700000000000000000e+01 4.363774940247220312e-03
3.300000000000000000e+01 9.687557340397032896e-03
6.500000000000000000e+01 2.685199718941863947e-02
1.290000000000000000e+02 8.348019835620300311e-02
2.570000000000000000e+02 2.806643130927631846e-01
5.130000000000000000e+02 8.921495202160738547e-01
1.025000000000000000e+03 2.610400807807212065e+00
2.049000000000000000e+03 5.421136596831059862e+00
4.097000000000000000e+03 6.548960653732345705e+00
8.193000000000000000e+03 1.116951453223645174e+01
