# w mse
3.000000000000000000e+00 1.399485355160311759e-03
5.000000000000000000e+00 5.563959570260217785e-03
9.000000000000000000e+00 2.194094097755308961e-02
1.700000000000000000e+01 8.487568405639425717e-02
3.300000000000000000e+01 3.199896211976686056e-01
6.500000000000000000e+01 1.141752222820269447e+00
1.290000000000000000e+02 3.785719209886177605e+00
2.570000000000000000e+02 1.217538813520595298e+01
5.130000000000000000e+02 3.298656966037735572e+01
1.025000000000000000e+03 5.343014755576346175e+01
2.049000000000000000e+03 6.347018923571521043e+01
