# w mse
3.000000000000000000e+00 1.103306518952375942e-02
5.000000000000000000e+00 8.080159435833964357e-03
9.000000000000000000e+00 8.640006940642009151e-03
1.700000000000000000e+01 1.286800781678780307e-02
3.300000000000000000e+01 2.561263891209936833e-02
6.500000000000000000e+01 5.894324770741540126e-02
1.290000000000000000e+02 1.344751349573442001e-01
2.570000000000000000e+02 2.846190977188665094e-01
5.130000000000000000e+02 6.005813901693758394e-01
1.025000000000000000e+03 1.065946368195355598e+00
2.049000000000000000e+03 1.518723525214994430e+00
4.097000000000000000e+03 2.381255913710119465e+00
8.193000000000000000e+03 2.911842980550865434e+00
1.638500000000000000e+04 4.523296494420458558e+00
