# w mse
3.000000000000000000e+00 4.946681394308996560e-03
5.000000000000000000e+00 5.680564631986318239e-03
9.000000000000000000e+00 1.070525071633228985e-02
1.700000000000000000e+01 2.452552390169915331e-02
3.300000000000000000e+01 5.565145150283710984e-02
6.500000000000000000e+01 1.208415897848794524e-01
1.290000000000000000e+02 2.534929799214765689e-01
2.570000000000000000e+02 4.968753577229899077e-01
5.130000000000000000e+02 9.617783355545811430e-01
1.025000000000000000e+03 1.882185500185908467e+00
2.049000000000000000e+03 2.829191016693085814e+00
4.097000000000000000e+03 3.875529547026594912e+00
8.193000000000000000e+03 5.496367703001170391e+00
