# w mse
3.000000000000000000e+00 1.421445216723787527e-02
5.000000000000000000e+00 1.250717052177725830e-02
9.000000000000000000e+00 1.388826393911278718e-02
1.700000000000000000e+01 2.485657647822831287e-02
3.300000000000000000e+01 5.763479444207259689e-02
6.500000000000000000e+01 1.404614668017213353e-01
1.290000000000000000e+02 3.278206116256277558e-01
2.570000000000000000e+02 7.255452346358235438e-01
5.130000000000000000e+02 1.522086377589624728e+00
1.025000000000000000e+03 2.954217298134702130e+00
2.049000000000000000e+03 5.417021857212676927e+00
4.097000000000000000e+03 5.166426970374468297e+00
8.193000000000000000e+03 5.989619196798781964e+00
1.638500000000000000e+04 7.589535548146117527e+00
