# theta phi size
1.354244922932288375e+02 1.224731577771287903e+02 7.030000000000000000e+02
1.354228613525639275e+02 1.224856564275416559e+02 5.550000000000000000e+02
1.354272618869979681e+02 1.224794538901555967e+02 6.680000000000000000e+02
1.354264146222437830e+02 5.585024022534153687e+01 1.187000000000000000e+03
1.354248894938609453e+02 1.222765222984243252e+02 8.110000000000000000e+02
1.354351454431021011e+02 5.586223251162827097e+01 9.270000000000000000e+02
1.354230437761626717e+02 1.224825740100033471e+02 5.820000000000000000e+02
1.354171468892683663e+02 1.221332207083187740e+02 6.420000000000000000e+02
1.354238378659296416e+02 1.221632478873244452e+02 8.480000000000000000e+02
1.354244640171591243e+02 1.224833053264389804e+02 7.000000000000000000e+02
1.354277882555437031e+02 5.519101600421540610e+01 9.620000000000000000e+02
1.354282889026384851e+02 5.523374127497989861e+01 1.117000000000000000e+03
1.354228386787433749e+02 1.224955389962942007e+02 5.530000000000000000e+02
1.354233543432129920e+02 1.222396112386543621e+02 6.700000000000000000e+02
1.354207637153922406e+02 1.221755903658276594e+02 5.400000000000000000e+02
-4.457550770677114826e+01 5.752684222287118843e+01 6.750000000000000000e+02
-4.457713864743608667e+01 5.751434357245835116e+01 6.560000000000000000e+02
-4.457273811300201771e+01 5.752054610984441751e+01 1.158000000000000000e+03
-4.457358537775622409e+01 1.241497597746584631e+02 7.930000000000000000e+02
-4.457511050613908310e+01 5.772347770157566060e+01 9.080000000000000000e+02
-4.456485455689791308e+01 1.241377674883717503e+02 6.280000000000000000e+02
-4.457695622383735667e+01 5.751742598999663869e+01 8.300000000000000000e+02
-4.458285311073164081e+01 5.786677929168120471e+01 6.750000000000000000e+02
-4.457616213407037264e+01 5.783675211267554062e+01 9.510000000000000000e+02
-4.457553598284086860e+01 5.751669467356101961e+01 1.108000000000000000e+03
-4.457221174445631817e+01 1.248089839957846010e+02 5.340000000000000000e+02
-4.457171109736151493e+01 1.247662587250200943e+02 5.670000000000000000e+02
-4.457716132125664643e+01 5.750446100370579927e+01 6.550000000000000000e+02
-4.457664565678700797e+01 5.776038876134564504e+01 1.000000000000000000e+01
-4.457923628460776655e+01 5.782440963417233348e+01 5.280000000000000000e+02
1.353989244700642018e+02 1.222684594875696007e+02 7.000000000000000000e+00
1.354004614080956514e+02 1.221800967053295182e+02 1.000000000000000000e+01
1.354078299277818189e+02 5.563858212762054478e+01 6.000000000000000000e+00
1.353992789561005168e+02 1.218227938221066040e+02 1.000000000000000000e+01
1.354119629782502727e+02 5.559654081065747988e+01 2.791000000000000000e+03
1.353861407419754812e+02 1.218622564604355887e+02 3.794000000000000000e+03
1.353958467161480428e+02 1.218836793898627491e+02 4.000000000000000000e+03
1.353989138126073044e+02 1.222725140390510887e+02 4.072000000000000000e+03
1.354066732391145820e+02 5.529811017695636366e+01 3.909000000000000000e+03
1.353987209666122169e+02 5.544406660180010249e+01 3.050000000000000000e+03
