# clusterSize EnergyDrop
0.000000000000000000e+00 -3.841097260575339897e+04
0.000000000000000000e+00 -3.839696198315799847e+04
0.000000000000000000e+00 -3.835960136752660037e+04
0.000000000000000000e+00 -3.831058805562060297e+04
0.000000000000000000e+00 -3.825550484083929769e+04
0.000000000000000000e+00 -3.817005579946599755e+04
0.000000000000000000e+00 -3.807146256048190116e+04
0.000000000000000000e+00 -3.795970090217210236e+04
0.000000000000000000e+00 -3.784088423647220043e+04
0.000000000000000000e+00 -3.770121550220069912e+04
0.000000000000000000e+00 -3.756285117360229924e+04
0.000000000000000000e+00 -3.741092338299270341e+04
0.000000000000000000e+00 -3.725278236660770199e+04
0.000000000000000000e+00 -3.711798796290199971e+04
8.000000000000000000e+00 -3.709463528585430322e+04
2.900000000000000000e+01 -3.700372873852530029e+04
1.050000000000000000e+02 -3.694934570874559722e+04
2.140000000000000000e+02 -3.688377251653840358e+04
2.950000000000000000e+02 -3.683774364017340122e+04
3.220000000000000000e+02 -3.680085531568089937e+04
3.510000000000000000e+02 -3.677082812129730155e+04
3.520000000000000000e+02 -3.675355248425390164e+04
3.180000000000000000e+02 -3.673645493418910337e+04
3.650000000000000000e+02 -3.672493233482109645e+04
3.070000000000000000e+02 -3.670740192998770362e+04
3.330000000000000000e+02 -3.670220024281850056e+04
3.480000000000000000e+02 -3.669677158088790020e+04
3.960000000000000000e+02 -3.669478779387439863e+04
3.770000000000000000e+02 -3.668690253401530208e+04
3.880000000000000000e+02 -3.667251509709069796e+04
3.900000000000000000e+02 -3.667398931519979669e+04
3.580000000000000000e+02 -3.666739888255589904e+04
3.750000000000000000e+02 -3.665787637717359758e+04
4.060000000000000000e+02 -3.665267178730099840e+04
3.980000000000000000e+02 -3.664477900196379778e+04
3.710000000000000000e+02 -3.664363508184420061e+04
4.070000000000000000e+02 -3.664079869219759712e+04
3.520000000000000000e+02 -3.663488985871530167e+04
3.580000000000000000e+02 -3.663321691648849810e+04
3.420000000000000000e+02 -3.662858716437580006e+04
3.370000000000000000e+02 -3.662740165871610225e+04
3.400000000000000000e+02 -3.662522247638530098e+04
3.240000000000000000e+02 -3.662748972970400064e+04
3.030000000000000000e+02 -3.663237621313510317e+04
3.230000000000000000e+02 -3.662528518098159839e+04
3.460000000000000000e+02 -3.663419945212669700e+04
3.320000000000000000e+02 -3.663920820934110088e+04
3.240000000000000000e+02 -3.664744813209780114e+04
3.020000000000000000e+02 -3.665378231872720062e+04
2.810000000000000000e+02 -3.664387272513980133e+04
2.710000000000000000e+02 -3.664923331920590135e+04
2.700000000000000000e+02 -3.665331406907479686e+04
2.780000000000000000e+02 -3.664797896381530154e+04
2.560000000000000000e+02 -3.665410922158479661e+04
2.980000000000000000e+02 -3.665239524924429861e+04
3.090000000000000000e+02 -3.665911654467740300e+04
2.960000000000000000e+02 -3.665035909696079761e+04
3.120000000000000000e+02 -3.665650776673590008e+04
3.090000000000000000e+02 -3.665828131463249883e+04
2.920000000000000000e+02 -3.666699988209539879e+04
2.570000000000000000e+02 -3.666742571718939871e+04
2.760000000000000000e+02 -3.666873271384649706e+04
2.620000000000000000e+02 -3.667698174843510060e+04
2.580000000000000000e+02 -3.668079821409899887e+04
2.430000000000000000e+02 -3.667809674521329725e+04
2.390000000000000000e+02 -3.668049100919740158e+04
2.320000000000000000e+02 -3.668397430661709950e+04
2.190000000000000000e+02 -3.667573684746210347e+04
2.410000000000000000e+02 -3.667833326735770243e+04
2.220000000000000000e+02 -3.668006320639869955e+04
2.290000000000000000e+02 -3.668105299018700316e+04
2.150000000000000000e+02 -3.667623506103029649e+04
2.260000000000000000e+02 -3.668336987060309912e+04
2.280000000000000000e+02 -3.667766679259230295e+04
2.280000000000000000e+02 -3.667563083067109983e+04
2.280000000000000000e+02 -3.668412560733160353e+04
2.330000000000000000e+02 -3.668324405388560263e+04
2.710000000000000000e+02 -3.669138427933760249e+04
2.330000000000000000e+02 -3.668967717591120163e+04
2.410000000000000000e+02 -3.668187301108150132e+04
2.570000000000000000e+02 -3.669466491023849812e+04
2.560000000000000000e+02 -3.669560820614120166e+04
2.670000000000000000e+02 -3.669360118609599886e+04
2.720000000000000000e+02 -3.670530346807189926e+04
