# clusterSize EnergyDrop
0.000000000000000000e+00 -3.527293087356109754e+04
0.000000000000000000e+00 -3.525246393633919797e+04
0.000000000000000000e+00 -3.523912251424080023e+04
0.000000000000000000e+00 -3.522072607913830143e+04
0.000000000000000000e+00 -3.519144209955180122e+04
0.000000000000000000e+00 -3.514754359288459818e+04
0.000000000000000000e+00 -3.510552596888039989e+04
0.000000000000000000e+00 -3.504914609070480219e+04
0.000000000000000000e+00 -3.498566511458149762e+04
0.000000000000000000e+00 -3.491796534866940056e+04
0.000000000000000000e+00 -3.484105968645589746e+04
3.000000000000000000e+00 -3.476073724903869879e+04
8.000000000000000000e+00 -3.469232551314250304e+04
4.100000000000000000e+01 -3.462873304542509868e+04
8.000000000000000000e+01 -3.456853995373310318e+04
1.300000000000000000e+02 -3.451029972802680277e+04
1.230000000000000000e+02 -3.444866089363909850e+04
1.180000000000000000e+02 -3.439768590743090317e+04
1.460000000000000000e+02 -3.435006288112790207e+04
1.510000000000000000e+02 -3.430116819119919819e+04
1.310000000000000000e+02 -3.425560786281729816e+04
1.050000000000000000e+02 -3.423157462877609942e+04
1.390000000000000000e+02 -3.421221078496849805e+04
1.040000000000000000e+02 -3.419871341634239798e+04
9.600000000000000000e+01 -3.417552092086389894e+04
8.700000000000000000e+01 -3.416822866962890112e+04
5.700000000000000000e+01 -3.415701878255810152e+04
6.600000000000000000e+01 -3.415135342563330050e+04
6.800000000000000000e+01 -3.414739099147920206e+04
7.000000000000000000e+01 -3.414118334731049981e+04
7.900000000000000000e+01 -3.412654890659180091e+04
3.000000000000000000e+01 -3.412360420854939730e+04
4.300000000000000000e+01 -3.412873793415749969e+04
3.300000000000000000e+01 -3.412222948998199718e+04
3.500000000000000000e+01 -3.412076538962210179e+04
2.900000000000000000e+01 -3.411699882886870182e+04
2.700000000000000000e+01 -3.412138493748159817e+04
2.100000000000000000e+01 -3.411904042296569969e+04
2.600000000000000000e+01 -3.412585936617099651e+04
3.500000000000000000e+01 -3.411659227511219797e+04
3.300000000000000000e+01 -3.412541693971429777e+04
2.500000000000000000e+01 -3.412391020062119787e+04
1.400000000000000000e+01 -3.412992304354569933e+04
1.500000000000000000e+01 -3.413081021876070008e+04
2.100000000000000000e+01 -3.412644311066540104e+04
9.000000000000000000e+00 -3.412914285359990026e+04
7.000000000000000000e+00 -3.412895724619609973e+04
1.300000000000000000e+01 -3.413487485484019999e+04
1.700000000000000000e+01 -3.412817757103610347e+04
2.700000000000000000e+01 -3.412965458752970153e+04
8.000000000000000000e+00 -3.413454046191860107e+04
1.600000000000000000e+01 -3.413872226427569694e+04
9.000000000000000000e+00 -3.414785088218800229e+04
7.000000000000000000e+00 -3.414136959591160121e+04
1.600000000000000000e+01 -3.414402645793579723e+04
1.000000000000000000e+01 -3.415108373624250089e+04
8.000000000000000000e+00 -3.415576312197060179e+04
6.000000000000000000e+00 -3.415834215314879839e+04
6.000000000000000000e+00 -3.415998646473370172e+04
8.000000000000000000e+00 -3.416315326334859856e+04
4.000000000000000000e+00 -3.416508503574130009e+04
0.000000000000000000e+00 -3.417340505743509857e+04
6.000000000000000000e+00 -3.417385642634190299e+04
2.000000000000000000e+00 -3.418326471384290198e+04
4.000000000000000000e+00 -3.419142740292829694e+04
7.000000000000000000e+00 -3.419025260872540093e+04
4.000000000000000000e+00 -3.419344424587919639e+04
2.000000000000000000e+00 -3.419487863348019891e+04
4.000000000000000000e+00 -3.419588551387810003e+04
2.000000000000000000e+00 -3.421197787336589681e+04
0.000000000000000000e+00 -3.421017548516210081e+04
0.000000000000000000e+00 -3.421552679365759832e+04
2.000000000000000000e+00 -3.421839567986180191e+04
0.000000000000000000e+00 -3.422041540986420296e+04
0.000000000000000000e+00 -3.422696123674309638e+04
0.000000000000000000e+00 -3.422825595405689819e+04
0.000000000000000000e+00 -3.422799710390620021e+04
2.000000000000000000e+00 -3.423273173850830062e+04
0.000000000000000000e+00 -3.423559579117550311e+04
0.000000000000000000e+00 -3.424386685181150096e+04
4.000000000000000000e+00 -3.424497590741889871e+04
0.000000000000000000e+00 -3.424900230590879801e+04
0.000000000000000000e+00 -3.425408103991000098e+04
0.000000000000000000e+00 -3.426092396452290268e+04
