# w mse
3.000000000000000000e+00 7.788961049599881338e-04
5.000000000000000000e+00 2.661934860589774705e-03
9.000000000000000000e+00 9.155618596018971073e-03
1.700000000000000000e+01 3.266346116685955175e-02
3.300000000000000000e+01 1.125136403948330255e-01
6.500000000000000000e+01 3.455867888499341567e-01
1.290000000000000000e+02 8.924414284952960630e-01
2.570000000000000000e+02 2.290610165100867679e+00
5.130000000000000000e+02 6.136278704605086176e+00
1.025000000000000000e+03 1.358620153280161880e+01
2.049000000000000000e+03 2.173555067881844849e+01
4.097000000000000000e+03 2.472663325817205404e+01
8.193000000000000000e+03 2.869917104025572741e+01
