# w mse
3.000000000000000000e+00 4.479469215293037550e-03
5.000000000000000000e+00 1.540055049383723049e-02
9.000000000000000000e+00 4.844593162027067967e-02
1.700000000000000000e+01 1.293854050783148912e-01
3.300000000000000000e+01 3.084543630455596763e-01
6.500000000000000000e+01 6.902362145211642375e-01
1.290000000000000000e+02 1.483374123583362625e+00
2.570000000000000000e+02 3.137938212899003876e+00
5.130000000000000000e+02 6.473178035188199786e+00
1.025000000000000000e+03 1.286765937043124808e+01
2.049000000000000000e+03 2.272214086735501226e+01
4.097000000000000000e+03 2.888530765704373948e+01
8.193000000000000000e+03 3.354986157737963026e+01
