# theta phi
1.487571151419203375e+02 1.190844956297355708e+02
-3.124288485807966609e+01 6.091550437026445053e+01
-5.330103232002162628e+01 1.204383900594302048e+02
1.478708235535847848e+02 1.179639802678819507e+02
-5.354017870687352598e+01 5.919904693844687671e+01
1.266989676799783950e+02 5.956160994056979519e+01
-3.212917644641522230e+01 6.203601973211806353e+01
1.264598212931264811e+02 1.208009530615531446e+02
-5.463524110433279191e+01 5.813886366773190417e+01
-5.347164254067560307e+01 1.226479726699621153e+02
-1.389538935883385022e+02 1.204365268955651374e+02
3.618820668597776802e+01 6.167788372327565583e+01
-1.479331564697718022e+02 1.216529762667476717e+02
-5.722173608842741999e+01 1.222346795752352904e+02
-1.460433663916828664e+02 5.708856512531755811e+01
3.309531719106264802e+01 1.217561055661526979e+02
-1.456328041740996753e+02 5.938553759021913692e+01
-1.461322325754953511e+02 5.832874132052518945e+01
-5.532756549364073351e+01 1.203555776012322411e+02
1.484942662153749495e+02 1.195730502092612113e+02
-1.231998415574149845e+02 5.733726484866663498e+01
-3.410311308945763642e+01 5.732206829195964559e+01
-1.520083894783558662e+02 5.618028183493188266e+01
1.253647588956672365e+02 1.218611363322681171e+02
1.265283574593243969e+02 5.735202733003789888e+01
4.104610641166151197e+01 5.956347310443486265e+01
-1.438117933140222533e+02 1.183221162767243584e+02
3.206684353022822620e+01 5.834702373325232116e+01
1.227782639115725658e+02 5.776532042476472384e+01
3.395663360831714783e+01 1.229114348746824419e+02
-1.469046828089373662e+02 5.824389443384729503e+01
3.436719582590032473e+01 1.206144624097808702e+02
3.386776742450464184e+01 1.216712586794748177e+02
1.246724345063592807e+02 5.964442239876778018e+01
-3.150573378462507179e+01 6.042694979073879580e+01
5.680015844258502256e+01 1.226627351513333650e+02
1.458968869105423494e+02 1.226779317080403757e+02
2.799161052164414087e+01 1.238197181650681387e+02
1.261406891821599885e+02 1.231573013491526893e+02
-4.905479590951099311e+01 5.676185465634068805e+01
1.218371262908939769e+02 1.227270959993513628e+02
-5.382867872275943455e+01 5.772466397147454131e+01
-5.950312740036805792e+01 5.888736025235064631e+01
1.281100577965807474e+02 1.219906905040576248e+02
1.388972894076472357e+02 5.830346874251071654e+01
-5.303386337748536761e+01 1.233548695378222959e+02
1.445579888602306937e+02 6.002443211683466728e+01
-1.396658268568770325e+02 1.215537229739336880e+02
-4.718713039547673560e+01 5.733901630688634299e+01
-1.487756388389778692e+02 5.775727265373342334e+01
-1.224066682654647167e+02 6.088080001718562073e+01
-5.762241061824367705e+01 1.224266186298751506e+02
3.986065114843932378e+01 1.229226997779785364e+02
5.951236230352817103e+01 5.748184083854342674e+01
1.230316480871361193e+02 5.734519587471009316e+01
1.271451228231620689e+02 1.186147970766110404e+02
