# w mse
3.000000000000000000e+00 9.242881479157751337e-03
5.000000000000000000e+00 7.356397912012426279e-03
9.000000000000000000e+00 9.685527785620514155e-03
1.700000000000000000e+01 1.839109994386620844e-02
3.300000000000000000e+01 4.286374847517378933e-02
6.500000000000000000e+01 1.027389654161669635e-01
1.290000000000000000e+02 2.408530480250622996e-01
2.570000000000000000e+02 5.395338482157274740e-01
5.130000000000000000e+02 1.130910074544545951e+00
1.025000000000000000e+03 2.112296159460350431e+00
2.049000000000000000e+03 3.206704648656607759e+00
4.097000000000000000e+03 4.261212157400641409e+00
8.193000000000000000e+03 4.669048555831389891e+00
1.638500000000000000e+04 6.819930803679926434e+00
