# drho_hcp drho_bcc avalancheSize
3.400059908045705015e-02 2.582958046292560539e-02 2.954230993462175769e-01
-1.740967405737592344e-03 -4.312582428497080400e-03 1.600960297030866453e-01
1.121130445864082503e-01 1.831449169515053654e-02 3.841966735282776213e+00
1.881701424604784734e-01 -7.928844777825361234e-02 4.378656948889847023e+00
4.376218541642629134e-02 -2.812625930721424083e-02 2.490646034417904442e+00
1.256443653076892986e-01 -2.330966358107389169e-02 7.063253237534476980e+00
-5.133236486699388479e-03 -1.982844609095479882e-03 1.946854594555172402e-01
-3.279851477145712124e-02 1.234798929995495342e-02 6.816169512371528239e-01
4.135972172139190661e-02 -1.015615494999622115e-02 2.676884772570059301e+00
-6.499318901887818356e-03 7.832180083823914174e-03 1.613051386832881073e-01
3.008985415948473019e-02 8.539356625760774477e-04 1.921786765650328244e+00
-4.588544838270536275e-03 5.246911045333035872e-03 2.350155323647105388e-01
4.781289614589923076e-02 -1.290774356436941162e-02 1.823010241555755195e+00
1.685920862996681535e-03 -3.355275381977662619e-04 2.224708827220961763e-02
-1.647525326416143798e-02 6.233876682358641119e-03 3.204948373671747675e+00
7.762532690207990527e-02 -9.925642600137507543e-03 2.106626694668756627e+00
4.909848515694648086e-03 -1.240774144889655872e-03 3.352237112231098437e-01
-9.991139244334590330e-03 1.538153717547174892e-03 7.573945522525042662e-02
7.133725449193661916e-03 -1.540274666012919624e-03 4.498024419766676052e-02
1.592435627287613897e-02 -4.395669372911470418e-03 3.946036181008015786e-01
2.806674931889574509e-03 5.915053418675597641e-03 4.867922905863159011e-01
