# drho_hcp drho_bcc avalancheSize
-4.225947369818072730e-11 3.849480546685990490e-07 1.273816074324085390e+00
2.041925630941993086e-02 2.443174514245410878e-01 1.372103095878555834e+00
8.873438876666639441e-03 -5.046307180562659145e-02 5.034358194909771544e-01
4.012113752827622948e-02 -7.638595532889576323e-02 1.544207753011824114e+00
-2.186229992093835506e-04 -1.770445288889228169e-02 4.402109885799476707e-01
-1.446829662604881550e-02 4.934974912063364028e-03 2.365086647352618865e-01
-5.196117231648700319e-03 -2.548179121735133501e-03 1.748678932485213666e-01
-1.234430840718869771e-02 -5.180214952156501906e-03 6.164405151966039220e-01
-5.436731526304916517e-03 -1.672713667556838951e-03 4.851627827720028652e-01
-1.354136501622055233e-03 -4.531637794448761802e-04 3.866841671185453078e-02
-2.083199599458490647e-03 8.965114074092790653e-04 1.041840412519433462e-01
-6.618948502250532329e-04 -1.349106494471716267e-04 8.752085465529964997e-03
-2.158118863899299855e-04 -3.498109852692610211e-04 7.732623361125470773e-02
1.268790705307804023e-03 5.222257461267830470e-04 1.274456523019275589e-01
6.134303866988100040e-04 3.120328038670218407e-04 8.407867498436756570e-02
4.751427581470984984e-04 -5.074575103462125591e-05 1.699098406084171287e-01
-6.655489097247280217e-04 -2.371649262454980471e-04 1.664370129096058581e-01
5.412560387636090181e-04 9.400812364765073759e-05 4.353788482054061354e-02
