# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 2.315899785586894317e-03
9.000000000000000000e+00 6.964411814200673241e-03
1.700000000000000000e+01 1.693679949322903638e-02
3.300000000000000000e+01 4.097277284905274236e-02
6.500000000000000000e+01 9.884843129453584065e-02
1.290000000000000000e+02 2.185701813835612684e-01
2.570000000000000000e+02 4.628804043739056517e-01
5.130000000000000000e+02 9.928485946446606869e-01
1.025000000000000000e+03 2.275607039934664400e+00
2.049000000000000000e+03 4.121555612982528594e+00
4.097000000000000000e+03 6.961706015655003021e+00
8.193000000000000000e+03 1.080970276903223848e+01
