# rg size
2.098547103225235944e+01 9.070000000000000000e+02
1.054866229853037929e+01 4.150000000000000000e+02
4.569222080406806441e+00 1.210000000000000000e+02
3.357403183218270470e+00 5.900000000000000000e+01
3.037781838103125409e+01 1.336000000000000000e+03
2.622851351029473932e+01 1.214000000000000000e+03
2.642299092988697495e+01 1.187000000000000000e+03
1.054839380968291351e+01 4.150000000000000000e+02
3.037779041089543952e+01 1.336000000000000000e+03
2.622846701733050168e+01 1.214000000000000000e+03
2.090212188728153464e+01 9.040000000000000000e+02
2.608461717371147515e+01 1.206000000000000000e+03
2.586911875828703344e+01 1.160000000000000000e+03
2.090208473727973626e+01 9.040000000000000000e+02
2.608456572876495727e+01 1.206000000000000000e+03
1.055089929336612009e+01 4.150000000000000000e+02
4.569551708816413260e+00 1.210000000000000000e+02
3.356973595641387309e+00 5.900000000000000000e+01
4.328392130671280924e+00 1.090000000000000000e+02
3.857852070436204261e+00 8.800000000000000000e+01
1.055063882528108365e+01 4.150000000000000000e+02
4.569750370493314229e+00 1.210000000000000000e+02
3.357098712132904783e+00 5.900000000000000000e+01
5.524027728014806016e+00 1.750000000000000000e+02
6.197298533860119640e+00 2.230000000000000000e+02
5.930259439432356672e+00 1.980000000000000000e+02
5.524479469556597522e+00 1.750000000000000000e+02
5.251743032395006061e+00 1.700000000000000000e+02
1.109882207143654043e+01 4.360000000000000000e+02
5.524216031753563350e+00 1.750000000000000000e+02
8.709971397723704767e-01 4.000000000000000000e+00
6.197477706951755039e+00 2.230000000000000000e+02
5.930062351938998333e+00 1.980000000000000000e+02
5.894083249644238798e+00 1.960000000000000000e+02
1.109872626049648936e+01 4.360000000000000000e+02
5.524667757898117593e+00 1.750000000000000000e+02
5.251548849712904143e+00 1.700000000000000000e+02
1.109897428536632447e+01 4.360000000000000000e+02
1.109887847574025876e+01 4.360000000000000000e+02
5.715225222952920348e+00 1.910000000000000000e+02
6.207162741187448596e+00 2.240000000000000000e+02
6.134552942300764755e+00 2.150000000000000000e+02
1.150456160978783782e+00 7.000000000000000000e+00
5.929909164906502994e+00 1.980000000000000000e+02
5.524276802207235271e+00 1.750000000000000000e+02
5.251983925884484705e+00 1.700000000000000000e+02
1.764304295949354895e+00 1.600000000000000000e+01
6.206979800117667700e+00 2.240000000000000000e+02
5.131291862218319899e+00 1.600000000000000000e+02
1.102399584450405090e+00 6.000000000000000000e+00
5.715069497436465085e+00 1.910000000000000000e+02
1.110517639922063893e+01 4.350000000000000000e+02
8.708530936437021142e-01 4.000000000000000000e+00
6.207347496510894125e+00 2.240000000000000000e+02
4.648472999121366911e+00 1.250000000000000000e+02
6.134677396560201501e+00 2.150000000000000000e+02
2.316498757382263740e+00 2.900000000000000000e+01
5.841744118662315799e+00 1.980000000000000000e+02
5.131697409576346125e+00 1.600000000000000000e+02
7.226340507707652572e-01 2.000000000000000000e+00
1.102321856036907910e+00 6.000000000000000000e+00
5.714945345687698186e+00 1.910000000000000000e+02
1.149878488675027066e+00 7.000000000000000000e+00
1.242150965284896103e+00 7.000000000000000000e+00
5.929712065770972096e+00 1.980000000000000000e+02
5.894235701962728058e+00 1.960000000000000000e+02
1.110507921621807981e+01 4.350000000000000000e+02
5.524465097456192630e+00 1.750000000000000000e+02
1.027206730515712207e+00 4.000000000000000000e+00
5.251789752109314868e+00 1.700000000000000000e+02
1.764180077441521055e+00 1.600000000000000000e+01
1.715180233718949010e+00 9.000000000000000000e+00
8.709970264974776777e-01 4.000000000000000000e+00
6.207164560886327287e+00 2.240000000000000000e+02
5.130700133359971105e+00 1.230000000000000000e+02
1.405074084819430880e+01 7.460000000000000000e+02
5.264369459709451249e+00 1.430000000000000000e+02
5.130975811862064973e+00 1.230000000000000000e+02
4.987788646422234962e+00 1.520000000000000000e+02
5.130875017029887353e+00 1.230000000000000000e+02
1.244286121934401690e+00 3.000000000000000000e+00
1.405082220547211769e+01 7.460000000000000000e+02
4.559365344760561101e+00 1.260000000000000000e+02
4.237600703194901897e+00 1.070000000000000000e+02
5.264015407028543869e+00 1.430000000000000000e+02
5.131150686136103367e+00 1.230000000000000000e+02
4.987601603336227818e+00 1.520000000000000000e+02
5.178516989295090411e+00 1.380000000000000000e+02
1.244997669048032662e+00 3.000000000000000000e+00
1.405049416100219339e+01 7.460000000000000000e+02
4.559410968577939371e+00 1.260000000000000000e+02
4.549181847230094000e+00 1.210000000000000000e+02
4.919798134182143734e+00 1.560000000000000000e+02
1.405065162949515489e+01 7.460000000000000000e+02
4.658064196457438300e+00 1.240000000000000000e+02
4.549515813721882296e+00 1.210000000000000000e+02
8.288960870209437504e-01 3.000000000000000000e+00
5.255036802951569719e+00 1.420000000000000000e+02
5.130949392717874424e+00 1.230000000000000000e+02
4.987890080629914458e+00 1.520000000000000000e+02
7.472020364890665789e-01 2.000000000000000000e+00
4.919815529099670570e+00 1.560000000000000000e+02
1.405032358104265278e+01 7.460000000000000000e+02
4.237514223793457546e+00 1.070000000000000000e+02
5.350063448336586980e+00 1.550000000000000000e+02
7.584306228215319523e-01 2.000000000000000000e+00
4.549016478186434398e+00 1.210000000000000000e+02
4.919597526789505793e+00 1.560000000000000000e+02
1.405073298728956743e+01 7.460000000000000000e+02
4.133906320526090639e+00 9.600000000000000000e+01
4.559119621558565427e+00 1.260000000000000000e+02
4.658189322957811740e+00 1.240000000000000000e+02
4.781129504789191742e+00 1.420000000000000000e+02
4.237791888891677239e+00 1.070000000000000000e+02
5.350330425081215147e+00 1.550000000000000000e+02
7.582051534161702300e-01 2.000000000000000000e+00
1.333447898446333602e+00 6.000000000000000000e+00
4.549350456817916388e+00 1.210000000000000000e+02
8.290980246849470880e-01 3.000000000000000000e+00
5.263864326191654008e+00 1.430000000000000000e+02
5.131124267892304580e+00 1.230000000000000000e+02
1.693517773255304171e+00 8.000000000000000000e+00
4.987703041347775645e+00 1.520000000000000000e+02
5.178428755655489546e+00 1.380000000000000000e+02
8.190321865878946728e-01 2.000000000000000000e+00
7.472896676212834599e-01 2.000000000000000000e+00
4.919614922416345237e+00 1.560000000000000000e+02
2.078945489874943764e+00 6.000000000000000000e+00
1.244389293053796530e+00 3.000000000000000000e+00
1.405040494073660184e+01 7.460000000000000000e+02
2.511786280407369887e+01 1.196000000000000000e+03
4.732926372506210733e+00 1.280000000000000000e+02
2.537820305132840204e+01 1.056000000000000000e+03
