# w mse
3.000000000000000000e+00 2.266643914332676715e-02
5.000000000000000000e+00 4.755158632828138804e-02
9.000000000000000000e+00 1.119082011345436944e-01
1.700000000000000000e+01 2.473496656530487781e-01
3.300000000000000000e+01 5.162947620477235100e-01
6.500000000000000000e+01 1.038275953247700611e+00
1.290000000000000000e+02 2.018289182348258048e+00
2.570000000000000000e+02 4.047735918149104606e+00
5.130000000000000000e+02 7.385147042071722900e+00
1.025000000000000000e+03 1.385581929105307175e+01
2.049000000000000000e+03 2.085985269502566197e+01
4.097000000000000000e+03 2.675102553304512298e+01
8.193000000000000000e+03 3.578521060857893588e+01
