# theta phi
5.809704638450156722e+01 1.219318004118239287e+02
-1.219029536154984470e+02 5.806819958817606420e+01
3.126215056949978432e+01 1.190739981875110374e+02
1.267220821350130109e+02 5.774647146342068282e+01
-3.395914696796986476e+01 6.039685124258370763e+01
1.258215109671283187e+02 5.731996518266034712e+01
-1.487378494305002334e+02 6.092600181248896263e+01
-5.327791786498699622e+01 1.222535285365793243e+02
1.460408530320301281e+02 1.196031487574162924e+02
-5.417848903287170259e+01 1.226800348173396600e+02
-1.295341533873719300e+02 6.181497510613227320e+01
3.700934171288465535e+01 1.242934528118603055e+02
-5.081304805355339482e+01 1.225442640071331368e+02
-1.450730960292478073e+02 1.224116368429148167e+02
-1.233395604772818785e+02 5.784492113761268683e+01
-1.277843108364283751e+02 1.195772284815592030e+02
2.622416726639039197e+01 5.648347781202112827e+01
2.644516872537739260e+01 5.880537577824723883e+01
1.529954573191340614e+02 5.999021378931639958e+01
-1.261994837420880913e+02 5.919040314950095905e+01
1.203554977876874119e+02 6.163095202793815020e+01
-1.264795181401232185e+02 1.203163371406125890e+02
-1.443258049813353239e+02 1.196486167764632995e+02
-5.277473967506874430e+01 1.239097835106574479e+02
-6.386901075057512855e+01 1.223094648798237358e+02
-1.468501130314254226e+02 5.575032779895749968e+01
5.046584661262807714e+01 1.181850248938677481e+02
-1.429906582871153375e+02 5.570654718813968742e+01
1.291869519464466123e+02 5.745573599286686317e+01
3.492690397075220687e+01 5.758836315708518327e+01
5.666043952271812145e+01 1.221550788623873416e+02
5.221568916357163914e+01 6.042277151844079697e+01
-1.537758327336096329e+02 1.235165221879788930e+02
-1.535548312746226145e+02 1.211946242217527612e+02
-2.700454268086594212e+01 1.200097862106836146e+02
5.380051625791191583e+01 1.208095968504990481e+02
-5.964450221231259519e+01 1.183690479720618356e+02
5.352048185987678153e+01 5.968366285938740390e+01
3.567419501866468323e+01 6.035138322353670759e+01
1.272252603249312841e+02 5.609021648934254500e+01
1.161309892494248714e+02 5.769053512017627128e+01
3.314988696857458450e+01 1.242496722010425145e+02
5.206401823271374951e+01 1.210204799647867731e+02
3.663799800125749329e+01 1.227100747221647907e+02
-1.485043479164986877e+02 5.875709179226244316e+01
3.594584983891505203e+01 1.220269018303044390e+02
-3.829600087099714045e+01 5.868387309983913980e+01
1.245140950302311751e+02 5.783699980918117234e+01
-4.843087076910369859e+01 1.223535077993728493e+02
1.271599712092449437e+02 5.765356353787787214e+01
3.964230368568056662e+01 5.715690700442617356e+01
-1.268355487991911588e+02 5.759880190877289152e+01
1.435711515417760324e+02 5.956962648617125211e+01
-3.152979985598273771e+01 6.107301685751455977e+01
5.285925358979528710e+01 5.805556239626959325e+01
-1.403848859541870695e+02 1.268256472507186317e+02
5.249109801281347387e+01 5.676478732899103363e+01
-5.454881680770195373e+01 5.568406257018673244e+01
5.418034941610500255e+01 5.690357105979666841e+01
-1.284524959000818001e+02 5.604317726859216720e+01
5.260712002923203556e+01 1.215147277808145105e+02
-1.410865611151655230e+02 1.205335919429440139e+02
-1.466283088273331714e+02 6.035176750815357138e+01
5.864103106121082476e+01 1.251956406634192405e+02
-5.332487390023613472e+01 5.725915307168795465e+01
-3.747477036033507858e+01 1.220601921354104462e+02
3.993057427476301768e+01 1.247578319423933380e+02
-1.246873054930322411e+02 5.874416289617537501e+01
5.208005043714457116e+01 5.695197569433357643e+01
-3.653970321122089615e+01 5.600188376706469029e+01
1.424869249210888995e+02 1.241170787019423756e+02
3.333580842274334799e+01 5.871302486317977554e+01
-5.238534179961264670e+01 1.244750953281930066e+02
-5.285857053879504974e+01 1.236772367394671619e+02
1.477899357854801394e+02 1.194644173149370374e+02
3.114188504520688028e+01 1.234742312101587061e+02
-3.756525235033419818e+01 1.234562817127583685e+02
1.136677359751989655e+02 1.257555686522327250e+02
5.693814034814974434e+01 6.208843640915045370e+01
1.430335013337089833e+02 5.746707120033685356e+01
-2.960197952967624246e+01 1.221643047674874367e+02
-1.279359817672862363e+02 5.897952003521323405e+01
-1.433620019987424996e+02 5.728992527783520217e+01
3.149565208350133361e+01 1.212429082077375568e+02
-1.440541501610849764e+02 5.797309816969557517e+01
1.417039991290028524e+02 1.213161269001608815e+02
-5.548590496976884623e+01 1.221630001908188490e+02
1.315691292308963227e+02 5.764649220062715784e+01
-5.284002879075507053e+01 1.223464364621221279e+02
-1.403576963143194121e+02 1.228430929955738264e+02
5.316445120080885545e+01 1.224011980912271156e+02
-3.642884845822399598e+01 1.204303735138287550e+02
1.484702001440172694e+02 1.189269831424854402e+02
-1.271407464102047129e+02 1.219444376037304352e+02
3.961511404581293760e+01 5.317435274928137545e+01
-1.275089019871865190e+02 1.232352126710089664e+02
1.254511831922980605e+02 1.243159374298132889e+02
-1.258196505838950117e+02 1.230964289402033387e+02
5.154750409991819282e+01 1.239568227314078399e+02
-1.273928799707679786e+02 5.848527221918548946e+01
3.891343888483450542e+01 5.946640805705597899e+01
3.337169117266682150e+01 1.196482324918464286e+02
-1.213589689387891895e+02 5.480435933658076664e+01
1.266751260997638724e+02 1.227408469283120382e+02
1.425252296396649285e+02 5.793980786458956089e+01
-1.400694257252369823e+02 5.524216805760666915e+01
5.531269450696774470e+01 1.212558371038246321e+02
-1.279199495628554359e+02 1.230480243056664307e+02
1.434602967887791181e+02 1.239981162329353026e+02
-3.751307507891110049e+01 5.588292129805763153e+01
-1.466641915772566733e+02 1.212869751368202174e+02
1.276146582003873533e+02 5.552490467180699341e+01
1.271414294612049645e+02 5.632276326053283810e+01
-3.221006421451985346e+01 6.053558268506297679e+01
-1.488581149547931375e+02 5.652576878984131525e+01
1.424347476496658089e+02 5.654371828724163862e+01
-6.633226402480104866e+01 5.424443134776728215e+01
-1.230618596518502557e+02 1.179115635908495392e+02
-3.696649866629104508e+01 1.225329287996631678e+02
1.503980204703237575e+02 5.783569523251257039e+01
5.415410988440252282e+01 1.235748622556382372e+02
1.294568105652065526e+02 1.214122953342225628e+02
-5.976280506825941785e+01 1.212866382288257796e+02
-1.472709830767140886e+02 5.704224577533712903e+01
1.288665011369381546e+02 5.462385048980210200e+01
4.000176996691475750e+01 1.248899847226617936e+02
1.192907968961902725e+02 5.808125103088948293e+01
-3.512805429073912222e+01 6.127093203923060116e+01
1.169008942171373349e+02 5.863430676245179995e+01
-1.217945767286663568e+02 6.107903772786494301e+01
5.518897181083879389e+01 5.606284732949143290e+01
3.522750538723043778e+00 9.022860526253646185e+01
-1.486829322281837449e+02 1.225535068232881315e+02
-4.689231098825005972e+01 1.237622115615709930e+02
-1.531749057950902113e+02 5.739705392232597347e+01
-1.411053203192744547e+02 1.190326494923467635e+02
-5.425893054495579548e+01 5.604422918615564697e+01
-1.385246734737801262e+02 1.205196761771302789e+02
4.204319494827294079e+01 5.483085249205394973e+01
-1.241595256489173096e+02 5.487243603711240780e+01
-4.570442575014519093e+01 1.250959628717482843e+02
