# w mse
3.000000000000000000e+00 3.470776600249669917e-03
5.000000000000000000e+00 4.326873993898075997e-03
9.000000000000000000e+00 6.296257964534777984e-03
1.700000000000000000e+01 8.819098554031852555e-03
3.300000000000000000e+01 2.175381490144737487e-02
6.500000000000000000e+01 6.248620697637310289e-02
1.290000000000000000e+02 1.739741251783226694e-01
2.570000000000000000e+02 4.713442028357323066e-01
5.130000000000000000e+02 1.086194696125017511e+00
1.025000000000000000e+03 1.617531861287595074e+00
2.049000000000000000e+03 2.669729441788581514e+00
4.097000000000000000e+03 4.200231270530223604e+00
8.193000000000000000e+03 7.081511609749519209e+00
