# w mse
3.000000000000000000e+00 1.029723799492447906e-03
5.000000000000000000e+00 3.639633942339522144e-03
9.000000000000000000e+00 1.310671492759248394e-02
1.700000000000000000e+01 4.833681440822586856e-02
3.300000000000000000e+01 1.701743240190805584e-01
6.500000000000000000e+01 5.006721796222347587e-01
1.290000000000000000e+02 1.212937108552507359e+00
2.570000000000000000e+02 3.058293696267551987e+00
5.130000000000000000e+02 8.048129232443802294e+00
1.025000000000000000e+03 1.682864117901167589e+01
2.049000000000000000e+03 2.209813035357322164e+01
4.097000000000000000e+03 2.391031973489866047e+01
8.193000000000000000e+03 3.184465200454171807e+01
