# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 2.240946719805058610e-03
9.000000000000000000e+00 6.039598812959881893e-03
1.700000000000000000e+01 1.391510771156401031e-02
3.300000000000000000e+01 3.198792259980317437e-02
6.500000000000000000e+01 7.240498635636093139e-02
1.290000000000000000e+02 1.566290882378316984e-01
2.570000000000000000e+02 3.443921762914995410e-01
5.130000000000000000e+02 7.697377754681939965e-01
1.025000000000000000e+03 1.669654633379561881e+00
2.049000000000000000e+03 3.604344197080928680e+00
4.097000000000000000e+03 7.117654468583189065e+00
8.193000000000000000e+03 1.094968867867695472e+01
