# drho_hcp drho_bcc ei ef ti tf avalancheSize
2.665892702117389490e-02 -9.653497724528392609e-03 2.324400000000000077e-01 2.419199999999999962e-01 1.937000000000000000e+03 2.016000000000000000e+03 1.628982741980149196e-01
-1.112742095994576630e-01 1.357862243054341889e-02 3.674399999999999888e-01 4.034400000000000208e-01 3.062000000000000000e+03 3.362000000000000000e+03 9.922257941797352210e-01
-4.180003160212208968e-02 -3.677543794566418001e-03 4.116000000000000214e-01 4.345200000000000173e-01 3.430000000000000000e+03 3.621000000000000000e+03 7.484155041683251408e-01
-2.223380130095620189e-02 -1.638447655494701394e-03 4.428000000000000269e-01 4.587600000000000011e-01 3.690000000000000000e+03 3.823000000000000000e+03 3.290972754327061711e-01
-3.103909785471614668e-02 -5.688949946289767468e-03 4.617600000000000038e-01 4.935599999999999987e-01 3.848000000000000000e+03 4.113000000000000000e+03 7.125437465379956814e-01
-1.502843300607992205e-02 9.391085351353467559e-04 5.155199999999999783e-01 5.233200000000000074e-01 4.296000000000000000e+03 4.361000000000000000e+03 1.341281551173545694e-01
-2.081316802843957703e-03 -3.146173387051476311e-03 5.488800000000000345e-01 5.604000000000000092e-01 4.574000000000000000e+03 4.670000000000000000e+03 2.536369133006705079e-01
-4.021498766746844922e-03 -2.522942457630961144e-03 6.448800000000000088e-01 6.553200000000000136e-01 5.374000000000000000e+03 5.461000000000000000e+03 1.724121459333530781e-01
-5.997867284008862043e-04 1.226775108762012678e-03 7.066799999999999748e-01 7.141199999999999770e-01 5.889000000000000000e+03 5.951000000000000000e+03 1.229941803887008855e-01
-2.845567407348426059e-03 -1.271872912468552386e-03 7.382400000000000073e-01 7.449599999999999556e-01 6.152000000000000000e+03 6.208000000000000000e+03 1.131995873546912668e-01
