# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
9.999972773873988530e-03 0.000000000000000000e+00
1.999994554774775501e-02 0.000000000000000000e+00
2.999991832162174354e-02 0.000000000000000000e+00
3.999989109549573207e-02 0.000000000000000000e+00
4.999986386936949856e-02 0.000000000000000000e+00
5.999983664324348709e-02 0.000000000000000000e+00
6.999980941711725357e-02 0.000000000000000000e+00
7.999978219099124210e-02 0.000000000000000000e+00
8.999975496486523063e-02 0.000000000000000000e+00
9.999972773873899712e-02 2.113265367750955637e+00
1.099997005126129856e-01 0.000000000000000000e+00
1.199996732864869742e-01 0.000000000000000000e+00
1.299996460603607407e-01 2.266894885746296939e+00
1.399996188342347292e-01 0.000000000000000000e+00
1.499995916081084957e-01 2.141544796071856549e+00
1.599995643819824842e-01 0.000000000000000000e+00
1.699995371558564727e-01 2.187306860404075515e+00
1.799995099297302392e-01 2.230675935063521464e+00
1.899994827036042278e-01 2.263622017323326574e+00
1.999994554774782163e-01 0.000000000000000000e+00
2.099994282513519828e-01 2.194358674710379375e+00
2.199994010252259713e-01 2.382479700292655433e+00
2.299993737990999598e-01 2.316772198824305740e+00
2.399993465729737263e-01 2.366679531420277094e+00
2.499993193468477148e-01 2.292033053878385296e+00
2.599992921207214813e-01 2.321012952529018403e+00
2.699992648945954699e-01 2.299399264659222730e+00
2.799992376684694584e-01 2.411851463371599280e+00
2.899992104423432249e-01 2.280528757291232722e+00
2.999991832162172134e-01 2.273958218268411269e+00
3.099991559900912019e-01 2.233137278171400730e+00
3.199991287639649684e-01 2.268243120267532387e+00
3.299991015378389569e-01 2.241041345423913533e+00
3.399990743117127234e-01 2.286154395586304844e+00
3.499990470855867120e-01 2.219396046336672423e+00
3.599990198594607005e-01 2.178459993442706910e+00
3.699989926333344670e-01 2.212700701316321350e+00
3.799989654072084555e-01 2.225319039677633448e+00
3.899989381810824440e-01 2.229874397493150084e+00
3.999989109549562105e-01 2.200836145444818204e+00
4.099988837288299770e-01 2.198981655555783288e+00
4.199988565027039655e-01 2.172336009092545872e+00
4.299988292765781761e-01 2.242056029548691765e+00
4.399988020504519426e-01 2.178312478163656696e+00
4.499987748243257091e-01 2.204591917393761147e+00
4.599987475981996976e-01 2.205017832007693190e+00
4.699987203720736861e-01 2.242665637834548420e+00
4.799986931459474526e-01 2.263035257654279597e+00
4.899986659198212191e-01 2.340073618804675792e+00
4.999986386936954297e-01 0.000000000000000000e+00
5.099986114675694182e-01 2.279130220020005204e+00
5.199985842414431847e-01 0.000000000000000000e+00
5.299985570153169512e-01 0.000000000000000000e+00
5.399985297891909397e-01 0.000000000000000000e+00
5.499985025630649282e-01 2.249314157171242279e+00
5.599984753369386947e-01 2.234013639250515659e+00
5.699984481108124612e-01 2.178536560196388194e+00
5.799984208846866718e-01 2.230144731878604070e+00
5.899983936585606603e-01 2.226972360711932719e+00
5.999983664324344268e-01 2.197449145923736413e+00
6.099983392063081933e-01 2.235901538475268957e+00
6.199983119801821818e-01 2.244697821209542976e+00
6.299982847540561703e-01 2.247884640748737173e+00
6.399982575279299368e-01 2.311408583716195064e+00
6.499982303018037033e-01 2.259258381062521082e+00
6.599982030756779139e-01 2.297018542598325830e+00
6.699981758495519024e-01 2.246773402456055724e+00
6.799981486234256689e-01 2.255256354797004370e+00
6.899981213972994354e-01 2.258507590674455834e+00
6.999980941711734239e-01 2.214249396548136239e+00
7.099980669450474124e-01 2.345230408174183712e+00
7.199980397189211789e-01 2.258672573007360462e+00
7.299980124927949454e-01 2.249275977927275072e+00
7.399979852666691560e-01 2.222933900607904523e+00
7.499979580405431445e-01 2.339465886917665216e+00
7.599979308144169110e-01 2.407938928276833312e+00
7.699979035882906775e-01 2.285280102857838003e+00
7.799978763621646660e-01 2.261816442846693587e+00
7.899978491360388766e-01 0.000000000000000000e+00
7.999978219099124210e-01 2.236138884174042385e+00
8.099977946837861875e-01 2.254851671307728456e+00
8.199977674576603981e-01 2.297342857468827493e+00
8.299977402315343866e-01 2.252629931121907347e+00
8.399977130054081531e-01 2.321494334450671548e+00
8.499976857792819196e-01 2.354582348399405944e+00
8.599976585531559081e-01 2.349732288429144944e+00
8.699976313270301187e-01 2.311137518590684614e+00
8.799976041009036631e-01 2.336951794423065998e+00
8.899975768747774296e-01 2.325630045113148192e+00
8.999975496486516402e-01 2.370762896257284424e+00
9.099975224225256287e-01 2.275439070039548373e+00
9.199974951963993952e-01 2.221152854560105361e+00
9.299974679702731617e-01 2.151631275457830395e+00
9.399974407441471502e-01 2.162290147247529770e+00
9.499974135180213608e-01 0.000000000000000000e+00
9.599973862918951273e-01 2.270233438484325461e+00
9.699973590657686717e-01 2.251707850816091483e+00
9.799973318396428823e-01 0.000000000000000000e+00
9.899973046135168708e-01 2.289831005122226149e+00
9.999972773873906373e-01 2.263003523522499005e+00
