# theta phi
-1.324067180759577980e+02 1.257092274512325218e+02
4.731260775909737504e+01 1.254244782303321699e+02
4.740109763161238021e+01 5.440526275646888621e+01
-1.329766333985734263e+02 5.406200008734556661e+01
-9.254698090999623261e+00 8.911135843745852014e+01
4.759328192404222335e+01 5.429077254876748526e+01
-1.326873922409026534e+02 5.457552176966784430e+01
-1.325989023683876269e+02 1.255947372435311422e+02
4.702336660142658786e+01 1.259379999126544476e+02
1.707453019090003465e+02 9.088864156254147986e+01
4.781105503357517250e+01 1.257585508178595717e+02
4.698442104756064452e+01 5.404125701662720616e+01
-1.330173512239427396e+02 5.429002095620749913e+01
4.739374651923245807e+01 5.424557796966282552e+01
1.381299954488663673e+02 1.792334729166876741e+02
-1.315224295704868211e+02 1.789027998713665397e+02
1.114130508238101385e+02 2.299897074834869937e+00
-1.917918876202440259e+01 1.789619695101736454e+02
1.723297035229123821e+02 9.324782272216735635e+01
-1.321889449664248559e+02 5.424144918214044253e+01
-1.330155789524393413e+02 1.259587429833728009e+02
4.698264877605728174e+01 1.257099790437925151e+02
-1.326062534807675490e+02 1.257544220303371958e+02
-4.187000455113364694e+01 7.665270833123269956e-01
4.847757042951321438e+01 1.097200128633478933e+00
-6.858694917618986153e+01 1.777001029251651119e+02
1.608208112379756187e+02 1.038030489826360814e+00
-7.670296477087616971e+00 8.675217727783267208e+01
-1.349683449811968501e+02 5.513530406770204451e+01
5.081695025851409042e+01 5.732977062764243925e+01
4.572360128519166267e+01 1.256993487992229745e+02
5.069883313108540790e+01 5.848723392835700707e+01
-1.300758597507367256e+02 1.256979020645341052e+02
-5.304550092531342642e+01 1.180226357617760726e+02
5.271236501496142779e+01 1.212081816341984535e+02
-1.226966641283550246e+02 1.183361413883941253e+02
4.503165501880315702e+01 1.248646959322979626e+02
-1.291830497414859167e+02 1.226702293723575679e+02
-1.342763987148083515e+02 5.430065120077703256e+01
-1.293011668689145779e+02 1.215127660716430000e+02
4.992414024926326022e+01 5.430209793546588060e+01
1.269544990746865807e+02 6.197736423822393448e+01
-1.272876349850385793e+02 5.879181836580153941e+01
5.730333587164498255e+01 6.166385861160588178e+01
5.018371510921826228e+01 5.679879805842799811e+01
-1.341383098354265542e+02 5.381112809163593624e+01
-1.294004229401103601e+02 1.216853848925269261e+02
-1.346291156404845992e+02 5.450155540978172297e+01
-1.300437046124071969e+02 1.257075029841497553e+02
1.275632450475382882e+02 6.165361400993622709e+01
1.260502940704786141e+02 6.480060903581399145e+01
1.245835414805803083e+02 6.292769295189019374e+01
-5.478508798365054133e+01 1.247572767006430041e+02
-1.298162848907817306e+02 1.232012019415719948e+02
4.586169016457345293e+01 1.261888719083640780e+02
5.059957705988962573e+01 5.831461510747307386e+01
4.537088435951542209e+01 1.254984445902182841e+02
4.995629538759280308e+01 5.429249701585025178e+01
-5.243675495246171181e+01 1.183463859900637800e+02
-5.394970592952139299e+01 1.151993909641860085e+02
-5.541645851941969170e+01 1.170723070481098205e+02
1.252149120163494445e+02 5.524272329935699588e+01
-1.289489892164616549e+02 1.227279480138412282e+02
-1.322204445125123016e+02 5.361571023639138645e+01
-1.287365674959359012e+02 1.224883598259231690e+02
-1.331765694214312532e+02 5.374270869416082519e+01
-5.176263824016275805e+01 1.202094897961261921e+02
-5.238748787816179231e+01 1.195166206132729911e+02
4.726900439675436871e+01 6.862423550490908042e+01
1.421118387042476172e+02 1.496078299222620842e+02
5.105101078353835220e+01 5.727205198615877180e+01
4.777955548748767711e+01 1.263842897636086349e+02
5.126343250406409879e+01 5.751164017407683815e+01
4.682343057856873969e+01 1.262572913058391748e+02
1.282373617598372562e+02 5.979051020387383630e+01
1.276125121218382077e+02 6.048337938672702307e+01
-1.327309956032456455e+02 1.113757644950909196e+02
-3.788816129575241121e+01 3.039217007773793355e+01
-1.288901267588256871e+02 1.225320077935026575e+02
4.676604468964332284e+01 1.270135137126497824e+02
-1.286544084586702184e+02 1.229204059130732674e+02
4.645973719717279238e+01 1.263466155383508891e+02
-5.221968651702692199e+01 1.193794840052043895e+02
1.302178942037844251e+02 5.936357677624944529e+01
5.003925720565754887e+01 6.308048194514350371e+01
1.464629980371460647e+02 1.505665470579178873e+02
-3.679397980443241067e+01 5.605914738462330860e+01
5.110987324117431285e+01 5.746799220649734252e+01
-1.332339553103566914e+02 5.298648628735023891e+01
5.134559154132979586e+01 5.707959408692673264e+01
-1.335402628028272147e+02 5.365338446164910380e+01
1.277803134829730851e+02 6.062051599479563180e+01
-4.978210579621559617e+01 1.206364232237505547e+02
-1.299607427943424511e+02 1.169195180548564963e+02
-3.353700196285395663e+01 2.943345294208211627e+01
1.432060201955676177e+02 1.239408526153766985e+02
5.115899762833260667e+01 5.682298669451376583e+01
4.708164270291855757e+01 1.268626226612220051e+02
-1.288144817269567000e+02 1.230313703866781481e+02
-1.323258074712032624e+02 5.327821271607263043e+01
-1.331291110754864349e+02 5.337138267098403333e+01
1.692015268707953339e+02 8.864557780527628950e+01
-5.206019419852491836e+01 1.207277010243051762e+02
1.308412341961000891e+02 5.923338426092772124e+01
4.848702496975253950e+01 6.215502007536118612e+01
-1.342470912172431383e+02 1.209862477407337877e+02
1.687969595459502727e+02 8.893775455173573619e+01
5.396705844649932260e+01 6.194021544852785155e+01
-3.426260382235852830e+01 2.992401074090083668e+01
1.249951148201297428e+02 5.645681762145893856e+01
-1.288410023716674004e+02 1.231770133054862413e+02
-1.329183572970814282e+02 5.313737733877798775e+01
5.118551827304331425e+01 5.696862961332185193e+01
4.767419252879673053e+01 1.267217872839273696e+02
4.687088892451358646e+01 1.266286173290159809e+02
-1.079847312920466429e+01 9.135442219472369629e+01
1.279398058014750887e+02 5.927229897569482375e+01
-4.915876580389989670e+01 1.207666157390722788e+02
-1.315129750302474747e+02 1.178449799246388068e+02
4.575290878275686879e+01 5.901375225926623358e+01
-1.120304045404969706e+01 9.106224544826427802e+01
-1.260329415535006916e+02 1.180597845514721485e+02
1.457373961776415001e+02 1.500759892590991740e+02
-5.500488517987027137e+01 1.235431823785410614e+02
5.137629373876561800e+01 5.687252954305657227e+01
-1.334326403853891065e+02 5.229746481691095283e+01
4.540968078775688355e+01 1.272033554556872730e+02
-1.290285621525772228e+02 1.240864340897579154e+02
-1.275092411699491066e+02 1.165507441557517723e+02
-1.728423137865391368e+02 4.403780721845237167e+00
-1.242342796371863756e+02 1.191104793409702580e+02
-1.060055503695725676e+01 9.087517119964049073e+01
-1.325787228341317530e+02 5.296172628348038813e+01
4.614182520538346921e+01 5.259170961922033882e+01
5.102496778276758960e+01 5.703066453727613805e+01
5.484992758373974198e+01 6.120956358925820950e+01
1.705595771039496071e+02 8.756759157607129396e+01
-4.841631868132416372e+01 1.197588777366373307e+02
5.214915412589402166e+01 6.511770333501381458e+01
1.272742788402636194e+02 5.695295509882212315e+01
1.713143449775450904e+02 8.540398353097472750e+01
-1.251389276683931229e+02 1.162094101090458480e+02
5.191882813507110939e+01 6.143490892325796437e+01
5.507399472880315727e+01 6.284710525984240803e+01
4.768558639470348481e+01 5.689280495862271181e+01
-6.738149690359275468e+00 9.266513852633389092e+01
-1.286237062612343891e+02 1.231274704569434277e+02
4.656735961461091478e+01 1.277025351830890543e+02
-1.345903192122431449e+02 5.279664454431274123e+01
5.097143784742277006e+01 5.591356591024208456e+01
5.249075883005090759e+01 6.344925584424823484e+01
7.157686213460862312e+00 1.755962192781547913e+02
5.576572036281362443e+01 6.088952065902974908e+01
1.693994449630427539e+02 8.912482880035953769e+01
4.742127716586826125e+01 1.270382737165196119e+02
-1.338581747946165308e+02 1.274082903807796612e+02
-1.289750322172324104e+02 1.229693354627238620e+02
-1.251500724162602580e+02 1.187904364107418047e+02
-9.440422896050396417e+00 9.243240842392870604e+01
1.315836813186758434e+02 6.024112226336268350e+01
-1.278508458741059854e+02 1.148822966649861996e+02
-5.272572115973638773e+01 1.230470449011778840e+02
-8.685655022454923824e+00 9.459601646902528671e+01
5.486107233160689134e+01 6.379058989095413779e+01
-1.280811718649289048e+02 1.185650910767420356e+02
-1.249260052711968569e+02 1.171528947401575920e+02
-1.323144136052965223e+02 1.231071950413772811e+02
1.732618503096407494e+02 8.733486147366610908e+01
-1.283571801297450463e+02 1.202925197750485751e+02
4.906636324450657582e+01 1.275759873594361977e+02
-1.313849650125637254e+02 5.200141106320388218e+01
-1.282780421751373865e+02 1.202127129442908426e+02
4.830060606182858862e+01 1.280022733660792369e+02
5.164281987025495368e+01 5.970748022495144625e+01
-1.309336367554934384e+02 5.242401264056380228e+01
4.861503498743627460e+01 1.279985889367961249e+02
5.172195782486262772e+01 5.978728705570916446e+01
-1.316993939381714256e+02 5.199772663392076311e+01
-1.281483893546855768e+02 1.203178446539078408e+02
5.124747074183937201e+01 5.947192468504593421e+01
4.853065121503547630e+01 1.279234095047798832e+02
-1.317788624298321736e+02 5.227333721461869942e+01
4.758809444341691375e+01 1.281538000346410513e+02
-1.270672389279117880e+02 5.476849431733619156e+01
