# clusterSize EnergyDrop
0.000000000000000000e+00 -3.526840711157849728e+04
0.000000000000000000e+00 -3.525520727227869793e+04
0.000000000000000000e+00 -3.523570260102459724e+04
0.000000000000000000e+00 -3.521605745720599953e+04
0.000000000000000000e+00 -3.518901834356800100e+04
0.000000000000000000e+00 -3.515164530311470298e+04
0.000000000000000000e+00 -3.510155659488149831e+04
0.000000000000000000e+00 -3.504914580478239805e+04
0.000000000000000000e+00 -3.498611388447310310e+04
0.000000000000000000e+00 -3.491031664097800240e+04
0.000000000000000000e+00 -3.484041104826109949e+04
7.000000000000000000e+00 -3.476051045874929696e+04
2.200000000000000000e+01 -3.468102916639060277e+04
6.800000000000000000e+01 -3.461958881310679863e+04
7.600000000000000000e+01 -3.455447843387760076e+04
8.400000000000000000e+01 -3.449439939506760129e+04
1.180000000000000000e+02 -3.443330850712249958e+04
1.360000000000000000e+02 -3.437689171076379716e+04
1.390000000000000000e+02 -3.432414672797289677e+04
1.220000000000000000e+02 -3.427786865624690108e+04
1.290000000000000000e+02 -3.424990025011679973e+04
1.220000000000000000e+02 -3.422009949049739953e+04
1.150000000000000000e+02 -3.419774148961270112e+04
1.000000000000000000e+02 -3.417609764825389720e+04
7.900000000000000000e+01 -3.416213082428929920e+04
7.500000000000000000e+01 -3.415798400251269777e+04
6.100000000000000000e+01 -3.414890601192780014e+04
6.100000000000000000e+01 -3.414027240406170313e+04
6.400000000000000000e+01 -3.413518234055880021e+04
6.100000000000000000e+01 -3.412991643275779643e+04
6.400000000000000000e+01 -3.413412532762870251e+04
6.200000000000000000e+01 -3.412615762674780126e+04
5.200000000000000000e+01 -3.412547855599199829e+04
5.900000000000000000e+01 -3.412152522040299664e+04
4.700000000000000000e+01 -3.412086163143150043e+04
3.100000000000000000e+01 -3.411268309013690305e+04
3.300000000000000000e+01 -3.411395812194729660e+04
3.900000000000000000e+01 -3.411096417452290189e+04
3.100000000000000000e+01 -3.411068190561800293e+04
5.100000000000000000e+01 -3.410647953483169840e+04
3.300000000000000000e+01 -3.411236625407860265e+04
3.300000000000000000e+01 -3.411835264574739995e+04
3.600000000000000000e+01 -3.412592733532639977e+04
3.700000000000000000e+01 -3.412079402990939707e+04
4.100000000000000000e+01 -3.412368958012529765e+04
3.400000000000000000e+01 -3.412638717065440142e+04
2.300000000000000000e+01 -3.412759944995200203e+04
1.600000000000000000e+01 -3.412808022770559910e+04
1.700000000000000000e+01 -3.413381873241969879e+04
1.200000000000000000e+01 -3.412256722472020192e+04
1.000000000000000000e+01 -3.414121978675200080e+04
9.000000000000000000e+00 -3.413360786931659823e+04
9.000000000000000000e+00 -3.413743331977989874e+04
1.500000000000000000e+01 -3.413673976928539923e+04
1.000000000000000000e+01 -3.413314321164220019e+04
1.800000000000000000e+01 -3.414639782267020200e+04
1.800000000000000000e+01 -3.413755733260520356e+04
9.000000000000000000e+00 -3.414646871112989902e+04
9.000000000000000000e+00 -3.414806791167410120e+04
8.000000000000000000e+00 -3.414893468177109753e+04
1.800000000000000000e+01 -3.414728549121630203e+04
1.800000000000000000e+01 -3.415960627714740258e+04
2.000000000000000000e+01 -3.415638232501249877e+04
2.600000000000000000e+01 -3.416270113862639846e+04
1.300000000000000000e+01 -3.416441603704579757e+04
1.500000000000000000e+01 -3.417077861815119832e+04
1.400000000000000000e+01 -3.417177487731529982e+04
6.000000000000000000e+00 -3.417457926815900282e+04
2.000000000000000000e+00 -3.418264349515380309e+04
8.000000000000000000e+00 -3.418728578764649865e+04
3.000000000000000000e+00 -3.419947815467369946e+04
5.000000000000000000e+00 -3.419800704704909731e+04
6.000000000000000000e+00 -3.421111844182849745e+04
2.000000000000000000e+00 -3.421182298705200083e+04
0.000000000000000000e+00 -3.420999996656340227e+04
6.000000000000000000e+00 -3.421814898744649690e+04
7.000000000000000000e+00 -3.421438422926890053e+04
2.000000000000000000e+00 -3.421912747543059959e+04
2.000000000000000000e+00 -3.422855315015029919e+04
3.000000000000000000e+00 -3.423139449329349736e+04
4.000000000000000000e+00 -3.423073451696320262e+04
3.000000000000000000e+00 -3.423324455330109777e+04
0.000000000000000000e+00 -3.423799892463479773e+04
5.000000000000000000e+00 -3.424255065854360146e+04
