#grainID	x	y	grainSize	perimeter	boundarySize	numNeighbors
606	-2.148688e+02	-1.551654e+02	36	2.771259e+01	60	4
607	-1.316348e+01	-1.611987e+02	5	1.016128e+01	22	2
608	-5.542518e+01	-1.615987e+02	1	2.771259e+00	6	2
609	-2.250412e+02	-1.570911e+02	353	7.667150e+01	166	10
610	-5.542518e+01	-1.623987e+02	1	2.771259e+00	6	2
611	-2.035721e+02	-1.629987e+02	6	1.016128e+01	22	3
612	-7.858350e+01	-1.559716e+02	265	6.373896e+01	149	13
613	-1.030931e+02	-1.589692e+02	305	9.145155e+01	198	12
614	-1.745893e+02	-1.655987e+02	1	2.771259e+00	6	2
615	-2.208113e+01	-1.566771e+02	592	1.043841e+02	245	14
616	-7.093897e+01	-1.590620e+02	79	5.080642e+01	110	7
617	-1.666866e+02	-1.572281e+02	600	9.052780e+01	196	10
618	-1.968389e+02	-1.578163e+02	331	7.020523e+01	152	9
619	-1.280168e+01	-1.399711e+02	1088	1.648721e+02	334	15
620	-2.545569e+01	-1.650956e+02	66	3.787387e+01	82	5
621	-3.756740e+01	-1.629258e+02	214	5.542518e+01	120	6
622	-7.711561e+01	-1.659371e+02	13	1.385630e+01	30	4
623	-2.258576e+02	-1.643770e+02	203	6.558647e+01	142	4
624	-2.875181e+01	-1.673987e+02	6	1.016128e+01	22	5
625	-2.979104e+01	-1.669587e+02	5	9.237530e+00	20	5
626	-1.655827e+02	-1.683987e+02	1	2.771259e+00	6	2
627	-1.900463e+02	-1.607206e+02	87	5.450143e+01	118	4
628	-3.266127e+00	-1.679415e+02	7	9.237530e+00	20	3
629	-2.632696e+01	-1.687986e+02	1	2.771259e+00	6	4
630	-2.701978e+01	-1.691986e+02	1	2.771259e+00	6	5
631	-1.163929e+02	-1.687986e+02	1	2.771259e+00	6	2
632	-1.675106e+02	-1.675639e+02	23	1.847506e+01	40	4
633	-1.883879e+02	-1.622765e+02	72	5.450143e+01	118	4
634	-2.632696e+01	-1.695986e+02	1	2.771259e+00	6	5
635	-2.701978e+01	-1.699986e+02	1	2.771259e+00	6	5
636	-2.105724e+02	-1.641737e+02	176	5.080642e+01	110	10
637	-2.632696e+01	-1.703986e+02	1	2.771259e+00	6	3
638	-2.771259e+01	-1.703986e+02	1	2.771259e+00	6	2
639	-9.058295e+00	-1.661360e+02	134	4.249264e+01	92	6
640	-2.263432e+02	-1.690516e+02	117	5.450143e+01	118	6
641	-2.286289e+02	-1.711986e+02	1	2.771259e+00	6	2
642	-3.130263e+01	-1.705805e+02	11	1.385630e+01	30	5
643	-1.006269e+02	-1.647865e+02	427	1.080791e+02	234	7
644	-1.949119e+02	-1.714653e+02	3	6.466271e+00	14	3
645	-2.661415e+02	-1.526019e+02	983	1.210270e+02	242	4
646	-1.708552e+01	-1.692529e+02	118	6.096770e+01	132	8
647	-1.846057e+02	-1.653817e+02	282	6.928148e+01	150	7
648	-2.667337e+02	-1.731986e+02	1	2.771259e+00	6	2
649	-2.358539e+02	-1.730843e+02	7	1.016128e+01	22	2
650	-2.540631e+02	-1.590260e+02	565	1.071554e+02	232	8
651	-3.921255e+01	-1.704052e+02	182	5.265392e+01	114	8
652	-2.121320e+02	-1.708666e+02	53	3.140760e+01	68	3
653	-2.275299e+02	-1.723572e+02	29	2.586508e+01	56	3
654	-2.414192e+02	-1.638863e+02	388	7.944276e+01	172	9
655	-3.908971e+00	-1.725792e+02	110	4.990694e+01	99	6
656	-5.196111e+01	-1.763986e+02	1	2.771259e+00	6	3
657	-1.495953e+02	-1.603161e+02	736	1.210116e+02	262	9
658	-2.727673e+02	-1.709097e+02	121	4.553569e+01	91	5
659	-4.137490e+01	-1.752146e+02	25	2.032257e+01	44	4
660	-5.196111e+01	-1.771986e+02	1	2.771259e+00	6	2
661	-3.845122e+01	-1.764386e+02	10	1.108504e+01	24	4
662	-2.743547e+02	-1.775986e+02	1	2.771259e+00	6	2
663	-2.756550e+02	-1.751215e+02	26	2.231811e+01	40	4
664	-2.079068e+01	-1.736671e+02	222	7.205274e+01	156	13
665	-5.128056e+01	-1.678382e+02	339	8.129027e+01	176	8
666	-6.177239e+01	-1.627681e+02	706	1.210116e+02	280	19
667	-2.757403e+02	-1.783986e+02	1	2.771259e+00	6	2
668	-2.355570e+01	-1.791986e+02	1	2.771259e+00	6	3
669	-4.937609e+01	-1.770566e+02	93	4.249264e+01	92	8
670	-6.873503e+01	-1.740268e+02	71	5.080642e+01	110	5
671	-1.747980e+02	-1.727191e+02	352	6.928148e+01	150	10
672	-1.801318e+02	-1.799986e+02	1	2.771259e+00	6	2
673	-5.126829e+01	-1.807986e+02	1	2.771259e+00	6	2
674	-5.743658e+01	-1.796889e+02	31	2.032257e+01	44	4
675	-1.778181e+02	-1.789193e+02	53	3.602637e+01	78	4
676	-2.675776e+02	-1.784124e+02	159	6.105830e+01	129	7
677	-1.451846e+02	-1.673215e+02	443	1.284017e+02	278	5
678	-2.118859e+02	-1.809986e+02	6	9.237530e+00	20	3
679	-2.396575e+02	-1.754887e+02	786	1.662755e+02	360	13
680	-6.096770e+01	-1.823985e+02	1	2.771259e+00	6	2
681	-8.348418e+01	-1.825985e+02	2	4.618765e+00	10	1
682	-6.250488e+01	-1.812110e+02	32	2.032257e+01	44	8
683	-8.590903e+01	-1.831985e+02	1	2.771259e+00	6	1
684	-3.092062e+01	-1.789638e+02	230	5.357768e+01	116	7
685	-2.444123e+02	-1.832077e+02	87	4.618765e+01	100	5
686	-2.840541e+01	-1.883985e+02	1	2.771259e+00	6	2
687	-2.424852e+01	-1.899985e+02	1	2.771259e+00	6	2
688	-1.415497e+02	-1.731064e+02	820	1.505717e+02	326	7
689	-2.494133e+01	-1.903985e+02	1	2.771259e+00	6	4
690	-2.563415e+01	-1.907985e+02	1	2.771259e+00	6	3
691	-2.260061e+02	-1.837808e+02	406	7.944276e+01	172	6
692	-4.780422e+01	-1.923985e+02	1	2.771259e+00	6	1
693	-1.438839e+02	-1.811471e+02	319	1.367154e+02	296	5
694	-9.311431e+01	-1.939984e+02	10	1.385630e+01	30	3
695	-1.681499e+02	-1.895300e+02	146	4.988266e+01	108	7
696	-1.740321e+02	-1.864154e+02	189	5.634894e+01	122	5
697	-2.285092e+02	-1.915657e+02	110	4.526390e+01	98	3
698	-7.071749e+01	-1.926675e+02	55	3.048385e+01	66	5
699	-7.274555e+01	-1.971984e+02	1	2.771259e+00	6	1
700	-7.511102e+01	-1.897213e+02	280	9.976533e+01	216	6
701	-9.242219e+01	-1.797670e+02	1990	1.865981e+02	422	15
702	-7.744785e+01	-1.959984e+02	47	3.787387e+01	82	4
703	-7.205274e+01	-1.991984e+02	1	2.771259e+00	6	1
704	-1.123014e+01	-1.861628e+02	866	1.139420e+02	223	10
705	-8.894010e+01	-1.984484e+02	8	1.200879e+01	26	3
706	-2.318347e+02	-1.933185e+02	110	6.835772e+01	148	5
707	-1.198570e+02	-2.011984e+02	1	2.771259e+00	6	2
708	-1.895256e+02	-1.940181e+02	102	4.988266e+01	108	1
709	-5.236500e+01	-1.982078e+02	235	1.053078e+02	228	4
710	-2.196223e+02	-2.019984e+02	1	2.771259e+00	6	3
711	-2.206615e+02	-2.013984e+02	2	4.618765e+00	10	3
712	-1.877528e+02	-2.027984e+02	1	2.771259e+00	6	2
713	-7.135992e+01	-2.035984e+02	1	2.771259e+00	6	3
714	-2.182367e+02	-2.035984e+02	1	2.771259e+00	6	1
715	-7.066711e+01	-2.039984e+02	1	2.771259e+00	6	4
716	-7.066711e+01	-2.047984e+02	1	2.771259e+00	6	3
717	-7.066711e+01	-2.055984e+02	1	2.771259e+00	6	2
718	-1.884456e+02	-2.055984e+02	1	2.771259e+00	6	2
719	-2.244720e+02	-2.055984e+02	1	2.771259e+00	6	2
720	-6.997429e+01	-2.067983e+02	1	2.771259e+00	6	2
721	-9.254326e+01	-2.006166e+02	66	3.325511e+01	72	5
722	-1.669684e+02	-2.063983e+02	2	4.618765e+00	10	3
723	-1.750446e+02	-2.020898e+02	35	2.771259e+01	60	3
724	-2.086652e+02	-1.878193e+02	1007	1.607330e+02	348	17
725	-6.997429e+01	-2.075983e+02	1	2.771259e+00	6	3
726	-1.032294e+02	-2.071983e+02	2	4.618765e+00	10	3
727	-1.705937e+02	-2.009267e+02	159	4.711140e+01	102	9
728	-4.572578e+01	-2.079983e+02	1	2.771259e+00	6	1
729	-4.735195e+01	-1.927356e+02	1515	2.568033e+02	563	18
730	-6.997429e+01	-2.083983e+02	1	2.771259e+00	6	2
731	-1.655827e+02	-2.083983e+02	1	2.771259e+00	6	2
732	-1.909066e+02	-1.885911e+02	1246	1.468767e+02	427	15
733	-2.142530e+02	-2.072983e+02	4	8.313777e+00	18	1
734	-1.905241e+02	-2.091983e+02	1	2.771259e+00	6	2
735	-4.503296e+01	-2.099983e+02	1	2.771259e+00	6	2
736	-1.562927e+02	-2.069983e+02	22	2.309383e+01	50	4
737	-1.633665e+02	-2.016691e+02	181	5.357768e+01	116	10
738	-1.648899e+02	-2.095983e+02	1	2.771259e+00	6	4
739	-1.908631e+02	-2.064835e+02	47	3.325511e+01	72	7
740	-2.120013e+02	-2.095983e+02	1	2.771259e+00	6	1
741	-2.217007e+01	-2.103983e+02	1	2.771259e+00	6	3
742	-2.286289e+01	-2.107983e+02	1	2.771259e+00	6	3
743	-1.912169e+02	-2.103983e+02	1	2.771259e+00	6	1
744	-2.217007e+01	-2.111983e+02	1	2.771259e+00	6	3
745	-1.783998e+02	-2.063499e+02	132	4.434015e+01	96	6
746	-4.503296e+01	-2.123983e+02	1	2.771259e+00	6	3
747	-1.111228e+02	-2.017541e+02	529	8.498528e+01	184	7
748	-1.759750e+02	-2.119983e+02	1	2.771259e+00	6	3
749	-4.503296e+01	-2.131983e+02	1	2.771259e+00	6	5
750	-4.572578e+01	-2.127983e+02	1	2.771259e+00	6	5
751	-4.641859e+01	-2.131983e+02	1	2.771259e+00	6	3
752	-4.528237e+01	-2.080163e+02	400	1.228592e+02	273	6
753	-3.256229e+01	-2.139983e+02	1	2.771259e+00	6	1
754	-4.572578e+01	-2.135983e+02	1	2.771259e+00	6	5
755	-1.352557e+02	-1.928456e+02	2284	1.810556e+02	392	12
756	-1.680731e+02	-2.097713e+02	37	2.401758e+01	52	7
757	-7.316076e-01	-2.126219e+02	20	1.714687e+01	31	4
758	-2.078444e+00	-2.147983e+02	1	2.771259e+00	6	3
759	-4.434015e+01	-2.143983e+02	1	2.771259e+00	6	4
760	-1.350989e+02	-2.111377e+02	33	3.417886e+01	74	5
761	-1.406414e+02	-2.147983e+02	1	2.771259e+00	6	2
762	-3.576656e+01	-2.140769e+02	56	5.634894e+01	129	5
763	-4.148302e+01	-2.119727e+02	234	1.173166e+02	254	13
764	-1.244061e+02	-2.088424e+02	136	4.711140e+01	102	5
765	-2.064588e+02	-2.151983e+02	1	2.771259e+00	6	1
766	-1.419797e+01	-2.038611e+02	891	1.136459e+02	250	14
767	-5.218281e+01	-2.151823e+02	25	4.249264e+01	92	7
768	-6.218013e+01	-2.158983e+02	8	1.293254e+01	28	5
769	-1.669684e+02	-2.131094e+02	27	2.309383e+01	50	6
770	-3.117666e+01	-2.171983e+02	1	2.771259e+00	6	3
771	-1.406414e+02	-2.171983e+02	1	2.771259e+00	6	1
772	-1.592178e+02	-2.120271e+02	139	4.434015e+01	96	7
773	-1.932953e+02	-2.171983e+02	1	2.771259e+00	6	2
774	-3.464074e+00	-2.179983e+02	1	2.771259e+00	6	2
775	-4.156889e+00	-2.175983e+02	1	2.771259e+00	6	2
776	-7.223613e+00	-2.152042e+02	68	3.602637e+01	78	7
777	-1.773606e+02	-2.175983e+02	1	2.771259e+00	6	3
778	-1.794390e+02	-2.179983e+02	1	2.771259e+00	6	2
779	-6.228335e-01	-2.164242e+02	12	1.369937e+01	25	4
780	-3.605524e+01	-2.177816e+02	24	2.586508e+01	56	3
781	-6.304614e+01	-2.187982e+02	1	2.771259e+00	6	1
782	-1.257567e+02	-2.148545e+02	64	3.417886e+01	74	5
783	-1.396022e+02	-2.185982e+02	2	4.618765e+00	10	1
784	-1.680342e+02	-2.169521e+02	13	1.478005e+01	32	4
785	-1.721109e+02	-2.136436e+02	97	3.787387e+01	82	10
786	-1.755131e+02	-2.167094e+02	18	1.662755e+01	36	4
787	-1.375237e+02	-2.189982e+02	2	4.618765e+00	10	1
788	-1.953397e+02	-2.156638e+02	61	3.417886e+01	74	5
789	-8.930456e+01	-2.062217e+02	283	9.329906e+01	202	7
790	-1.125545e+02	-2.146251e+02	261	6.466271e+01	140	8
791	-4.364733e+01	-2.211982e+02	1	2.771259e+00	6	2
792	-6.512459e+01	-2.207982e+02	1	2.771259e+00	6	1
793	-1.011510e+02	-2.215982e+02	1	2.771259e+00	6	2
794	-1.591833e+02	-2.189140e+02	38	2.494133e+01	54	4
795	-1.855654e+02	-2.139915e+02	356	6.928148e+01	157	17
796	-1.955171e+02	-2.205775e+02	29	2.309383e+01	50	4
797	-4.112017e+01	-2.173392e+02	193	1.071554e+02	232	10
798	-4.295452e+01	-2.223982e+02	1	2.771259e+00	6	2
799	-9.921060e+01	-2.072355e+02	291	8.036651e+01	174	11
800	-1.053474e+02	-2.176897e+02	70	4.156889e+01	90	4
801	-1.544872e+02	-2.169013e+02	66	3.695012e+01	80	7
802	-1.790765e+02	-2.206075e+02	86	4.249264e+01	92	6
803	-1.639057e+02	-2.194824e+02	107	3.879763e+01	84	6
804	-2.115963e+02	-2.095877e+02	828	1.764368e+02	422	16
805	-4.797403e+01	-2.213041e+02	102	6.096770e+01	132	7
806	-5.334674e+01	-2.283982e+02	1	2.771259e+00	6	1
807	-1.027255e+02	-2.265073e+02	11	1.939881e+01	42	1
808	-1.088127e+02	-2.244217e+02	51	3.048385e+01	66	4
809	-1.421596e+02	-2.185086e+02	533	1.016128e+02	249	16
810	-2.857910e+01	-2.209537e+02	355	8.498528e+01	184	9
811	-2.009163e+01	-2.307982e+02	1	2.771259e+00	6	1
812	-1.420270e+02	-2.315981e+02	1	2.771259e+00	6	3
813	-1.470307e+02	-2.299537e+02	9	1.108504e+01	24	3
814	-1.073863e+02	-2.311981e+02	6	1.200879e+01	26	1
815	-4.364733e+01	-2.331981e+02	1	2.771259e+00	6	1
816	-8.059802e+01	-2.171775e+02	404	1.219354e+02	279	10
817	-1.081353e+02	-2.276414e+02	37	3.972138e+01	86	5
818	-1.101575e+02	-2.339981e+02	1	2.771259e+00	6	1
819	-2.418163e+02	-2.070378e+02	3257	2.512851e+02	535	9
820	-1.456836e+02	-2.318426e+02	36	2.494133e+01	54	6
821	-5.257276e+01	-2.257706e+02	478	9.329906e+01	230	10
822	-1.122360e+02	-2.359981e+02	3	6.466271e+00	14	1
823	-1.139680e+02	-2.377981e+02	2	4.618765e+00	10	2
824	-5.311580e+00	-2.337471e+02	51	3.879763e+01	84	2
825	-1.395240e+02	-2.300584e+02	93	4.988266e+01	108	5
826	-2.287267e+02	-2.364320e+02	248	7.112898e+01	154	4
827	-5.550490e+01	-2.327127e+02	365	9.237530e+01	200	5
828	-1.193231e+02	-2.287844e+02	523	8.775654e+01	190	9
829	-2.126765e+02	-2.355961e+02	196	5.265392e+01	114	5
830	-1.279439e+02	-2.309482e+02	168	6.466271e+01	140	4
831	-1.365205e+02	-2.319410e+02	77	5.542518e+01	120	4
832	-2.616727e+02	-2.233319e+02	2221	1.919482e+02	367	5
833	-5.938962e+01	-2.413981e+02	36	4.526390e+01	98	1
834	-7.553606e-01	-2.402516e+02	35	2.921309e+01	52	3
835	-2.486050e+02	-2.433981e+02	12	1.662755e+01	36	3
836	-7.275455e+01	-2.424188e+02	77	3.417886e+01	74	6
837	-1.326450e+02	-2.328268e+02	251	7.390024e+01	160	7
838	-7.159086e+01	-2.463980e+02	3	5.542518e+00	12	4
839	-7.482400e+01	-2.461314e+02	3	6.466271e+00	14	3
840	5.498530e-02	-2.471980e+02	1	3.109376e+00	5	1
841	-5.715722e+00	-2.465980e+02	8	1.016128e+01	22	3
842	-4.232366e+01	-2.447200e+02	123	4.711140e+01	102	4
843	-9.131299e+01	-2.475980e+02	5	8.313777e+00	18	3
844	-2.389285e+00	-2.456639e+02	52	2.906506e+01	58	6
845	-6.495686e+00	-2.315958e+02	539	1.292834e+02	276	10
846	-3.741200e+01	-2.487980e+02	1	2.771259e+00	6	1
847	-1.291800e+01	-2.316517e+02	127	8.406153e+01	182	5
848	-8.323944e+01	-2.449567e+02	184	4.988266e+01	108	8
849	-6.065803e+01	-2.409905e+02	528	9.884157e+01	313	9
850	-1.700145e+02	-2.490647e+02	63	3.972138e+01	86	3
851	-1.974522e+02	-2.507980e+02	1	2.771259e+00	6	2
852	-5.750363e+01	-2.515980e+02	1	2.771259e+00	6	3
853	-6.462512e+01	-2.491608e+02	43	3.695012e+01	80	5
854	-1.750110e+02	-2.338887e+02	1119	1.311729e+02	284	9
855	-5.750363e+01	-2.523980e+02	1	2.771259e+00	6	2
856	-1.960666e+02	-2.531980e+02	1	2.771259e+00	6	3
857	-4.156889e+01	-2.535980e+02	1	2.771259e+00	6	3
858	-4.226170e+01	-2.539980e+02	1	2.771259e+00	6	3
859	-6.572231e+01	-2.514803e+02	51	3.140760e+01	68	4
860	-9.410336e+01	-2.474463e+02	58	5.173017e+01	112	5
861	-1.531121e+02	-2.539980e+02	1	2.771259e+00	6	3
862	-1.458113e+02	-2.429493e+02	476	8.406153e+01	182	9
863	-2.493591e+01	-2.365951e+02	1149	1.302492e+02	289	10
864	-4.156889e+01	-2.543980e+02	1	2.771259e+00	6	3
865	-8.908378e+01	-2.284084e+02	2306	3.196185e+02	798	31
866	-2.113085e+02	-2.547980e+02	1	2.771259e+00	6	2
867	-2.078444e+01	-2.551980e+02	1	2.771259e+00	6	3
868	-6.627928e+01	-2.547980e+02	3	5.542518e+00	12	3
869	-1.948720e+02	-2.383977e+02	1048	1.219354e+02	264	11
870	-6.720303e+01	-2.563979e+02	1	2.771259e+00	6	2
871	-9.262401e+01	-2.519141e+02	143	5.357768e+01	116	5
872	-1.213613e+02	-2.475476e+02	397	7.574775e+01	164	7
873	-1.599906e+02	-2.375661e+02	363	1.034603e+02	224	7
874	-1.318789e+02	-2.511389e+02	88	4.064513e+01	88	7
875	-1.418848e+02	-2.526778e+02	263	6.743397e+01	146	6
876	-1.071244e+02	-2.567248e+02	82	3.879763e+01	84	5
877	-1.517264e+02	-2.581772e+02	58	2.863634e+01	62	5
878	-1.745348e+02	-2.557633e+02	445	9.237530e+01	200	7
879	-2.436399e+02	-2.563873e+02	75	3.325511e+01	72	2
880	-7.343837e+01	-2.615979e+02	1	2.771259e+00	6	1
881	-1.379054e+02	-2.593742e+02	59	3.233136e+01	70	3
882	-2.052923e+02	-2.521168e+02	313	7.020523e+01	152	7
883	-7.307373e+01	-2.536295e+02	228	6.096770e+01	132	12
884	-1.117164e+02	-2.578979e+02	40	3.510262e+01	76	5
885	-6.900435e+01	-2.625579e+02	5	1.016128e+01	22	3
886	-2.456721e+02	-2.640779e+02	5	8.313777e+00	18	3
887	-2.608826e+02	-2.521758e+02	1156	1.241696e+02	251	6
888	-1.308727e+02	-2.638779e+02	10	1.200879e+01	26	4
889	-1.324431e+02	-2.628646e+02	18	1.847506e+01	40	4
890	-1.288635e+02	-2.652979e+02	8	1.108504e+01	24	4
891	-1.355351e+02	-2.624868e+02	54	2.863634e+01	62	6
892	-1.553504e+02	-2.466134e+02	468	1.357917e+02	294	11
893	-1.073313e+00	-2.565037e+02	89	5.359307e+01	96	2
894	-1.593474e+01	-2.707978e+02	1	2.771259e+00	6	3
895	-1.272890e+02	-2.681433e+02	22	2.032257e+01	44	3
896	-2.764881e+02	-2.683979e+02	7	1.345186e+01	23	2
897	-1.593474e+01	-2.715978e+02	1	2.771259e+00	6	5
898	-1.662755e+01	-2.711978e+02	1	2.771259e+00	6	5
899	-1.732037e+01	-2.715978e+02	1	2.771259e+00	6	3
900	-1.662755e+01	-2.719978e+02	1	2.771259e+00	6	5
901	-7.690244e+01	-2.723978e+02	1	2.771259e+00	6	3
902	-1.247067e+02	-2.719978e+02	1	2.771259e+00	6	2
903	-1.445950e+02	-2.644319e+02	259	8.129027e+01	176	9
904	-7.620963e+01	-2.727978e+02	1	2.771259e+00	6	2
905	-7.447759e+01	-2.701978e+02	34	3.510262e+01	76	8
906	-8.002011e+01	-2.725978e+02	2	4.618765e+00	10	4
907	-9.402132e+00	-2.605831e+02	683	9.616091e+01	205	11
908	-3.949044e+01	-2.739978e+02	1	2.771259e+00	6	1
909	-7.690244e+01	-2.739978e+02	1	2.771259e+00	6	2
910	-7.828807e+01	-2.739978e+02	1	2.771259e+00	6	4
911	-7.898088e+01	-2.735978e+02	1	2.771259e+00	6	5
912	-7.967370e+01	-2.739978e+02	1	2.771259e+00	6	6
913	-8.036651e+01	-2.735978e+02	1	2.771259e+00	6	5
914	-8.119789e+01	-2.727978e+02	5	8.313777e+00	18	4
915	-8.383059e+01	-2.739978e+02	1	2.771259e+00	6	2
916	-5.057548e+01	-2.747978e+02	1	2.771259e+00	6	1
917	-7.620963e+01	-2.743978e+02	1	2.771259e+00	6	2
918	-7.828807e+01	-2.747978e+02	1	2.771259e+00	6	3
919	-7.898088e+01	-2.743978e+02	1	2.771259e+00	6	6
920	-7.967370e+01	-2.747978e+02	1	2.771259e+00	6	3
921	-8.590903e+01	-2.743978e+02	1	2.771259e+00	6	2
922	-1.199542e+02	-2.692961e+02	57	3.972138e+01	86	2
923	-1.473963e+02	-2.722853e+02	64	3.233136e+01	70	8
924	-1.441055e+02	-2.751978e+02	1	2.771259e+00	6	3
925	-1.482624e+02	-2.751978e+02	1	2.771259e+00	6	2
926	-2.764881e+02	-2.735978e+02	6	1.172811e+01	20	2
927	-7.066711e+01	-2.759978e+02	1	2.771259e+00	6	2
928	-7.967370e+01	-2.763978e+02	1	2.771259e+00	6	1
929	-1.468767e+02	-2.751978e+02	8	1.108504e+01	24	4
930	-1.592484e+02	-2.749692e+02	14	1.662755e+01	36	2
931	-1.203371e+02	-2.625839e+02	544	1.330204e+02	288	13
932	-1.572690e+02	-2.771978e+02	1	2.771259e+00	6	3
933	-4.988266e+01	-2.775978e+02	1	2.771259e+00	6	2
934	-7.066711e+01	-2.775978e+02	1	2.771259e+00	6	2
935	-1.399486e+02	-2.775978e+02	1	2.771259e+00	6	2
936	-1.460454e+02	-2.764778e+02	5	1.016128e+01	22	6
937	-4.988266e+01	-2.783978e+02	1	2.771259e+00	6	2
938	-1.468767e+02	-2.783978e+02	1	2.771259e+00	6	4
939	-1.482624e+02	-2.783978e+02	1	2.771259e+00	6	2
940	-1.589927e+02	-2.708362e+02	250	8.036651e+01	174	9
941	-6.997429e+01	-2.803978e+02	1	2.771259e+00	6	2
942	-9.514468e+01	-2.645406e+02	1225	1.533430e+02	339	10
943	-1.662381e+02	-2.762572e+02	37	3.233136e+01	70	4
944	-2.909822e+01	-2.807978e+02	1	2.771259e+00	6	2
945	-1.769968e+02	-2.693859e+02	819	1.145454e+02	248	8
946	-2.249516e+02	-2.793516e+02	13	2.494133e+01	54	4
947	-1.309420e+02	-2.819977e+02	1	2.771259e+00	6	1
948	-2.271608e+02	-2.555348e+02	1856	1.893694e+02	410	15
949	-2.217007e+02	-2.815977e+02	1	2.771259e+00	6	2
950	-2.701978e+02	-2.815977e+02	1	2.771259e+00	6	1
951	-1.524706e+02	-2.778052e+02	108	4.064513e+01	88	12
952	-9.179006e+01	-2.740545e+02	395	1.311729e+02	284	13
953	-1.136216e+02	-2.839977e+02	1	2.771259e+00	6	2
954	-1.190896e+02	-2.793354e+02	93	4.341639e+01	94	6
955	-1.288635e+02	-2.847977e+02	1	2.771259e+00	6	2
956	-1.668225e+02	-2.829662e+02	19	1.662755e+01	36	4
957	-1.281707e+02	-2.859977e+02	1	2.771259e+00	6	2
958	-1.288635e+02	-2.855977e+02	1	2.771259e+00	6	3
959	-2.163620e+02	-2.844448e+02	17	1.755131e+01	38	4
960	-2.275741e+02	-2.817171e+02	67	3.325511e+01	72	4
961	-1.003511e+02	-2.822850e+02	110	5.727269e+01	124	4
962	-2.164532e+02	-2.771539e+02	310	6.928148e+01	150	5
963	-2.979104e+01	-2.875977e+02	1	2.771259e+00	6	2
964	-1.274779e+02	-2.871977e+02	1	2.771259e+00	6	1
965	-1.593820e+02	-2.844577e+02	20	2.032257e+01	44	2
966	-4.711140e+01	-2.879977e+02	1	2.771259e+00	6	1
967	-1.608095e+02	-2.820336e+02	145	6.004395e+01	130	8
968	-2.539929e+02	-2.754458e+02	1816	1.719329e+02	367	9
969	-1.385630e+01	-2.911977e+02	1	2.771259e+00	6	3
970	-1.454911e+01	-2.915977e+02	1	2.771259e+00	6	4
971	-1.757590e+02	-2.859364e+02	385	8.498528e+01	184	6
972	-1.385630e+01	-2.919977e+02	1	2.771259e+00	6	5
973	-1.454911e+01	-2.923977e+02	1	2.771259e+00	6	4
974	-2.248157e+02	-2.865527e+02	129	4.526390e+01	98	11
975	-4.572578e+01	-2.927977e+02	1	2.771259e+00	6	1
976	-2.004420e+02	-2.719868e+02	1233	1.348679e+02	292	9
977	-2.764881e+02	-2.931977e+02	1	3.109376e+00	5	1
978	-5.571120e+01	-2.645094e+02	1543	1.865981e+02	424	23
979	-1.635043e+02	-2.933977e+02	4	7.390024e+00	16	3
980	-2.652821e+01	-2.799578e+02	210	1.126979e+02	244	10
981	-1.769396e+02	-2.916807e+02	130	7.574775e+01	164	6
982	-2.764881e+02	-2.947976e+02	1	3.109376e+00	5	1
983	-1.289803e+02	-2.796095e+02	748	1.210116e+02	291	20
984	-1.378676e+02	-2.854133e+02	269	7.205274e+01	156	8
985	-1.912169e+02	-2.951976e+02	1	2.771259e+00	6	1
986	-1.936417e+02	-2.949976e+02	2	4.618765e+00	10	2
987	-2.279361e+02	-2.955976e+02	1	2.771259e+00	6	3
988	-2.564050e+02	-2.892543e+02	514	1.313210e+02	276	3
989	-2.279361e+02	-2.963976e+02	1	2.771259e+00	6	4
990	-1.184713e+02	-2.971976e+02	1	2.771259e+00	6	2
991	-4.434015e+01	-2.975976e+02	1	2.771259e+00	6	1
992	-1.364845e+02	-2.979976e+02	1	2.771259e+00	6	2
993	-1.436982e+02	-2.872834e+02	182	6.651022e+01	144	9
994	-1.378701e+02	-2.979976e+02	1	2.771259e+00	6	3
995	-2.016091e+02	-2.979976e+02	1	2.771259e+00	6	2
996	-4.202556e+01	-2.755850e+02	1910	2.013782e+02	475	15
997	-6.928148e+01	-2.983976e+02	1	2.771259e+00	6	3
998	-8.122942e+01	-2.828325e+02	668	1.145454e+02	266	24
999	-1.784493e+02	-2.967731e+02	49	6.373896e+01	138	1
1000	-1.949764e+02	-2.888873e+02	326	8.406153e+01	182	11
1001	-2.110883e+02	-2.915015e+02	129	4.803516e+01	104	6
1002	-2.272432e+02	-2.983976e+02	1	2.771259e+00	6	2
1003	-1.625098e+02	-2.973073e+02	62	3.140760e+01	68	5
1004	-2.552456e+00	-2.904024e+02	166	5.538314e+01	105	3
1005	-9.320313e+01	-2.917474e+02	390	8.129027e+01	176	6
1006	-9.283718e+01	-3.007976e+02	1	2.771259e+00	6	2
1007	-1.804178e+02	-2.962287e+02	315	9.791782e+01	358	8
1008	-2.005699e+02	-3.001976e+02	4	8.313777e+00	18	3
1009	-1.811145e+01	-2.852796e+02	1035	1.536722e+02	320	12
1010	-4.295452e+01	-3.015976e+02	1	2.771259e+00	6	2
1011	-8.383059e+01	-3.019976e+02	1	2.771259e+00	6	2
1012	-1.076008e+02	-2.926766e+02	423	8.406153e+01	182	8
1013	-1.435247e+02	-2.971270e+02	136	4.434015e+01	96	5
1014	-1.995307e+02	-3.023976e+02	1	2.771259e+00	6	2
