#grainID	x	y	grainSize	perimeter	boundarySize	numNeighbors
1015	-7.525612e+01	-2.951976e+02	295	7.297649e+01	158	8
1016	-1.077822e+02	-2.997805e+02	35	6.096770e+01	132	3
1017	-2.187558e+02	-2.951089e+02	347	7.020523e+01	152	5
1018	-2.417924e+02	-3.043976e+02	1	2.771259e+00	6	1
1019	-3.480797e+01	-2.875765e+02	377	1.607330e+02	355	9
1020	-1.537650e+02	-2.932301e+02	469	8.498528e+01	184	11
1021	-2.244566e+02	-2.987265e+02	45	4.341639e+01	94	7
1022	-2.244481e+02	-3.015286e+02	29	3.140760e+01	68	5
1023	-1.096158e+02	-3.009227e+02	211	1.339442e+02	290	7
1024	-1.620744e+02	-3.035295e+02	141	4.803516e+01	104	7
1025	-1.846184e+02	-3.021205e+02	332	9.699407e+01	210	9
1026	-1.835959e+02	-3.075975e+02	1	2.771259e+00	6	2
1027	-1.911679e+02	-3.062157e+02	99	5.357768e+01	116	6
1028	-1.915045e+01	-2.996110e+02	477	9.791782e+01	212	7
1029	-1.595304e+02	-3.082390e+02	53	3.233136e+01	70	3
1030	-1.907160e+02	-3.101276e+02	83	4.526390e+01	98	4
1031	-2.755570e+02	-3.059797e+02	64	3.955557e+01	70	2
1032	-1.806679e+02	-3.094213e+02	84	3.787387e+01	82	6
1033	-2.210945e+02	-3.116475e+02	8	1.016128e+01	22	2
1034	-1.928884e+00	-3.121689e+02	34	2.096564e+01	40	3
1035	-1.287627e+01	-3.060286e+02	435	9.658963e+01	203	6
1036	-1.025366e+02	-3.135975e+02	1	2.771259e+00	6	2
1037	-7.225068e+00	-3.137689e+02	7	1.293254e+01	28	4
1038	-7.884355e+00	-3.107533e+02	129	5.446827e+01	114	5
1039	-2.355570e+01	-3.143975e+02	1	2.771259e+00	6	2
1040	-1.279082e+02	-3.016945e+02	417	8.221402e+01	178	11
1041	-2.417924e+02	-3.147975e+02	1	2.771259e+00	6	1
1042	-6.959270e+01	-3.067491e+02	256	6.189145e+01	134	8
1043	-6.806905e+01	-3.163975e+02	8	1.385630e+01	30	3
1044	-7.551681e+01	-3.171975e+02	1	2.771259e+00	6	1
1045	-1.125027e+02	-3.090220e+02	465	8.498528e+01	184	5
1046	-2.345178e+02	-3.165975e+02	8	1.570380e+01	34	3
1047	-2.383283e+02	-3.167975e+02	1	2.771259e+00	6	2
1048	-6.723767e+01	-3.175775e+02	20	2.401758e+01	52	5
1049	-2.101864e+02	-3.073381e+02	552	8.960404e+01	194	15
1050	-2.716859e+02	-3.068293e+02	209	8.402836e+01	176	6
1051	-4.503296e+01	-3.203974e+02	1	2.771259e+00	6	2
1052	-1.920407e+02	-3.162244e+02	238	6.096770e+01	132	5
1053	-2.746238e+02	-3.164633e+02	69	3.050813e+01	57	3
1054	-4.226170e+01	-3.219974e+02	1	2.771259e+00	6	3
1055	-4.295452e+01	-3.215974e+02	1	2.771259e+00	6	2
1056	-1.327808e+02	-3.174088e+02	159	5.450143e+01	118	8
1057	-1.432344e+02	-3.105531e+02	684	9.514656e+01	206	8
1058	-2.326373e+02	-3.192260e+02	14	1.662755e+01	36	4
1059	-2.918817e+00	-3.180911e+02	103	3.843148e+01	68	4
1060	-1.382538e+01	-3.194868e+02	199	7.297649e+01	126	5
1061	-2.517456e+01	-3.177248e+02	201	7.020523e+01	140	7
1062	-4.147994e+01	-3.210254e+02	48	4.341639e+01	78	7
1063	-4.883006e+01	-3.211625e+02	38	2.817447e+01	51	4
1064	-4.904579e+01	-3.098250e+02	1235	1.353298e+02	291	13
1065	-6.436992e+01	-3.206927e+02	110	5.634894e+01	98	4
1066	-7.953976e+01	-3.200417e+02	167	7.990464e+01	146	6
1067	-8.906954e+01	-3.115298e+02	917	1.223973e+02	255	13
1068	-1.169315e+02	-3.189340e+02	325	8.960404e+01	158	6
1069	-1.291081e+02	-3.220053e+02	8	1.247067e+01	21	4
1070	-1.330204e+02	-3.222196e+02	7	1.524193e+01	27	4
1071	-1.357917e+02	-3.224736e+02	1	3.233136e+00	5	3
1072	-1.425939e+02	-3.222180e+02	17	3.417886e+01	58	4
1073	-1.682392e+02	-3.160013e+02	803	1.417961e+02	249	9
1074	-1.947621e+02	-3.213839e+02	42	4.249264e+01	84	7
1075	-1.939881e+02	-3.224736e+02	1	3.233136e+00	5	2
1076	-1.953738e+02	-3.224736e+02	1	3.233136e+00	5	2
1077	-1.997648e+02	-3.221646e+02	11	2.078444e+01	35	3
1078	-2.036875e+02	-3.224736e+02	1	3.233136e+00	5	2
1079	-2.042719e+02	-3.160552e+02	225	6.558647e+01	134	9
1080	-2.114857e+02	-3.211261e+02	7	1.247067e+01	25	4
1081	-2.133225e+02	-3.210982e+02	14	1.570380e+01	30	5
1082	-2.228470e+02	-3.208435e+02	108	5.727269e+01	100	5
1083	-2.344784e+02	-3.197853e+02	29	2.494133e+01	50	6
1084	-2.395201e+02	-3.205065e+02	70	4.203076e+01	73	4
1085	-2.477302e+02	-3.067317e+02	2312	2.310289e+02	491	22
1086	-2.604984e+02	-3.224736e+02	1	3.233136e+00	5	2
1087	-2.696747e+02	-3.213345e+02	63	4.698765e+01	78	4
1088	-1.386164e+02	-3.229016e+02	200	7.386643e+02	801	31
