# w mse
3.000000000000000000e+00 1.080233946212411089e-02
5.000000000000000000e+00 9.576518501304856143e-03
9.000000000000000000e+00 1.258377917112748871e-02
1.700000000000000000e+01 2.673455133592398877e-02
3.300000000000000000e+01 7.014618238394505767e-02
6.500000000000000000e+01 1.863207604888235669e-01
1.290000000000000000e+02 4.736677008429425184e-01
2.570000000000000000e+02 1.125553743512260230e+00
5.130000000000000000e+02 2.425030188085988581e+00
1.025000000000000000e+03 4.933443783693994611e+00
2.049000000000000000e+03 7.661573295956347174e+00
4.097000000000000000e+03 5.862250665689767715e+00
8.193000000000000000e+03 7.490919148874255029e+00
1.638500000000000000e+04 1.206684750508259718e+01
