# w mse
3.000000000000000000e+00 3.502191461981718165e-04
5.000000000000000000e+00 1.347646699093371821e-03
9.000000000000000000e+00 4.999136876126240511e-03
1.700000000000000000e+01 1.772645972768646314e-02
3.300000000000000000e+01 6.293641087860224470e-02
6.500000000000000000e+01 2.287328687898050883e-01
1.290000000000000000e+02 8.239045328999973217e-01
2.570000000000000000e+02 2.878914667659994819e+00
5.130000000000000000e+02 8.855401321691754646e+00
1.025000000000000000e+03 1.841968888118347891e+01
2.049000000000000000e+03 2.598706787734711554e+01
