# w mse
3.000000000000000000e+00 7.883131338478399641e-03
5.000000000000000000e+00 6.517003023491951819e-03
9.000000000000000000e+00 1.340884565330064011e-02
1.700000000000000000e+01 3.563656885566116039e-02
3.300000000000000000e+01 9.749792101594030591e-02
6.500000000000000000e+01 2.630327608169805154e-01
1.290000000000000000e+02 6.479760061943545812e-01
2.570000000000000000e+02 1.471940532123505729e+00
5.130000000000000000e+02 2.993292198818580108e+00
1.025000000000000000e+03 5.196918670552581609e+00
2.049000000000000000e+03 5.405541260280621430e+00
4.097000000000000000e+03 7.685787167151198140e+00
