# w mse
3.000000000000000000e+00 1.461671753344354063e-02
5.000000000000000000e+00 3.125512908698227510e-02
9.000000000000000000e+00 7.040895883738153282e-02
1.700000000000000000e+01 1.599177003046487466e-01
3.300000000000000000e+01 3.637822421959786001e-01
6.500000000000000000e+01 7.950922462737809449e-01
1.290000000000000000e+02 1.672209174264918774e+00
2.570000000000000000e+02 3.391965779823252536e+00
5.130000000000000000e+02 6.497636614947443157e+00
1.025000000000000000e+03 1.169234846306577147e+01
2.049000000000000000e+03 2.266312072453201054e+01
4.097000000000000000e+03 3.031577724503516791e+01
8.193000000000000000e+03 3.322037713059780373e+01
