# w mse
3.000000000000000000e+00 1.263854326229488581e-02
5.000000000000000000e+00 1.154510616163306226e-02
9.000000000000000000e+00 1.167060462195215580e-02
1.700000000000000000e+01 1.750780350016167483e-02
3.300000000000000000e+01 3.319176646326613134e-02
6.500000000000000000e+01 6.940875893702239119e-02
1.290000000000000000e+02 1.470568262220650346e-01
2.570000000000000000e+02 3.029382031257627506e-01
5.130000000000000000e+02 5.933810050415108117e-01
1.025000000000000000e+03 9.172693096851396444e-01
2.049000000000000000e+03 1.276486162697990645e+00
4.097000000000000000e+03 2.027220039046897515e+00
8.193000000000000000e+03 2.643392321075235696e+00
1.638500000000000000e+04 2.737164258107802617e+00
