# w mse
3.000000000000000000e+00 1.200365597070461067e-02
5.000000000000000000e+00 1.029731942538935664e-02
9.000000000000000000e+00 1.163277929682376283e-02
1.700000000000000000e+01 2.008659443192858246e-02
3.300000000000000000e+01 4.625731023391398133e-02
6.500000000000000000e+01 1.189655175201561332e-01
1.290000000000000000e+02 3.062111475916812764e-01
2.570000000000000000e+02 7.401358945591446359e-01
5.130000000000000000e+02 1.589894861672522142e+00
1.025000000000000000e+03 2.744042342953715519e+00
2.049000000000000000e+03 4.360378497554933119e+00
4.097000000000000000e+03 4.952364528314144643e+00
8.193000000000000000e+03 5.681073565985966134e+00
1.638500000000000000e+04 7.713298026416112840e+00
