# w mse
3.000000000000000000e+00 8.895722864809776529e-04
5.000000000000000000e+00 3.104177861494575395e-03
9.000000000000000000e+00 1.090477674241087380e-02
1.700000000000000000e+01 3.974678359905404329e-02
3.300000000000000000e+01 1.411327715784300163e-01
6.500000000000000000e+01 4.319402645753802061e-01
1.290000000000000000e+02 1.068116641760125329e+00
2.570000000000000000e+02 2.499723261432392984e+00
5.130000000000000000e+02 6.057066767640937321e+00
1.025000000000000000e+03 1.239802911918198092e+01
2.049000000000000000e+03 2.138595049115380320e+01
4.097000000000000000e+03 2.853131635063824234e+01
8.193000000000000000e+03 3.237904608517122540e+01
