# itime ezz other fcc hcp bcc ico
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 1.199993303441160286e-02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+01 2.399986606882298368e-02 4.551661356395084266e-04 9.995448338643604380e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+01 3.599979910323458654e-02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+02 4.799973213764596736e-02 7.965407373691396923e-04 9.990896677287209870e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
1.500000000000000000e+02 5.999966517205757022e-02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+02 7.199959820646895103e-02 6.827492034592626399e-04 9.993172507965407680e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+02 8.399953124088055390e-02 2.844788347746927612e-03 9.971552116522530707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+02 9.599946427529215676e-02 4.210286754665453109e-03 9.957897132453344957e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000000e+02 1.079993973097035376e-01 5.575785161583977738e-03 9.944242148384160318e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+02 1.199993303441151404e-01 8.761948111060537808e-03 9.912380518889394310e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+02 1.319992633785265213e-01 2.127901684114701791e-02 9.787209831588530307e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+02 1.439991964129381241e-01 3.698224852071006069e-02 9.629039599453800280e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
3.900000000000000000e+02 1.559991294473495049e-01 6.042330450614474130e-02 9.395766954938552518e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000000e+02 1.679990624817611078e-01 8.557123350022757813e-02 9.144287664997724496e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.500000000000000000e+02 1.799989955161727107e-01 1.289258079198907503e-01 8.709604005461993870e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
4.800000000000000000e+02 1.919989285505840915e-01 1.913973600364132777e-01 8.086026399635867223e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000000e+02 2.039988615849956943e-01 2.801547564861174289e-01 7.197314519799726806e-01 1.137915339098771066e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+02 2.159987946194070751e-01 3.692535275375511961e-01 6.305188893946290785e-01 2.275830678197542133e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.700000000000000000e+02 2.279987276538186780e-01 4.794037323623122626e-01 5.203686845698679564e-01 1.137915339098771066e-04 1.137915339098771066e-04 0.000000000000000000e+00
6.000000000000000000e+02 2.399986606882300588e-01 5.872781065088756858e-01 4.124943104233045332e-01 1.137915339098771066e-04 1.137915339098771066e-04 0.000000000000000000e+00
6.300000000000000000e+02 2.519985937226416617e-01 7.005006827492034072e-01 2.979062357760582369e-01 1.251706873008648227e-03 3.413746017296313199e-04 0.000000000000000000e+00
6.600000000000000000e+02 2.639985267570532645e-01 7.787892580791988539e-01 2.185935366408739144e-01 1.251706873008648227e-03 1.365498406918525280e-03 0.000000000000000000e+00
6.900000000000000000e+02 2.759984597914646454e-01 8.311333636777423761e-01 1.621529358215748617e-01 2.503413746017296455e-03 4.210286754665453109e-03 0.000000000000000000e+00
7.200000000000000000e+02 2.879983928258762482e-01 8.550295857988166048e-01 1.316568047337278169e-01 4.324078288575329727e-03 8.989531178880291046e-03 0.000000000000000000e+00
7.500000000000000000e+02 2.999983258602876290e-01 8.582157487482930946e-01 1.140191169776968577e-01 1.012744651797906244e-02 1.763768775603095224e-02 0.000000000000000000e+00
7.800000000000000000e+02 3.119982588946992319e-01 8.695949021392808120e-01 9.922621756941284177e-02 1.376877560309512985e-02 1.741010468821119553e-02 0.000000000000000000e+00
8.100000000000000000e+02 3.239981919291106127e-01 8.677742375967227861e-01 9.934000910332271839e-02 1.706873008648156567e-02 1.581702321347291593e-02 0.000000000000000000e+00
8.400000000000000000e+02 3.359981249635222156e-01 8.651570323167956378e-01 1.024123805188894010e-01 1.536185707783340945e-02 1.706873008648156567e-02 0.000000000000000000e+00
8.700000000000000000e+02 3.479980579979338184e-01 8.601502048247610110e-01 1.066226672735548497e-01 2.071005917159763482e-02 1.251706873008648184e-02 0.000000000000000000e+00
9.000000000000000000e+02 3.599979910323451993e-01 8.652708238507055283e-01 1.011606736458807443e-01 2.025489303595812488e-02 1.331360946745562164e-02 0.000000000000000000e+00
9.300000000000000000e+02 3.719979240667568021e-01 8.782430587164314906e-01 8.989531178880291740e-02 2.025489303595812488e-02 1.160673645880746542e-02 0.000000000000000000e+00
9.600000000000000000e+02 3.839978571011681829e-01 8.772189349112425871e-01 9.137460172963131344e-02 2.253072371415566766e-02 8.875739644970414427e-03 0.000000000000000000e+00
9.900000000000000000e+02 3.959977901355797858e-01 8.732362312243968638e-01 8.887118798361401395e-02 2.662721893491124328e-02 1.126536185707783383e-02 0.000000000000000000e+00
1.020000000000000000e+03 4.079977231699911666e-01 8.789258079198907225e-01 8.158852981338188259e-02 2.753755120619025970e-02 1.194811106053709528e-02 0.000000000000000000e+00
1.050000000000000000e+03 4.199976562044027695e-01 8.826809285389166648e-01 7.965407373691398007e-02 2.810650887573964626e-02 9.558488848429677609e-03 0.000000000000000000e+00
1.080000000000000000e+03 4.319975892388143723e-01 8.838188438780154588e-01 8.158852981338188259e-02 2.571688666363222686e-02 8.875739644970414427e-03 0.000000000000000000e+00
1.110000000000000000e+03 4.439975222732257532e-01 8.883705052344105235e-01 7.908511606736458310e-02 2.378243058716431393e-02 8.761948111060537808e-03 0.000000000000000000e+00
1.140000000000000000e+03 4.559974553076373560e-01 8.880291306326809631e-01 7.430587164314975124e-02 2.605826126536185672e-02 1.160673645880746542e-02 0.000000000000000000e+00
1.170000000000000000e+03 4.679973883420487368e-01 8.986117432862994470e-01 6.793354574419663283e-02 2.389622212107419055e-02 9.558488848429677609e-03 0.000000000000000000e+00
1.200000000000000000e+03 4.799973213764603397e-01 8.994082840236686804e-01 6.747837960855712636e-02 2.412380518889394726e-02 8.989531178880291046e-03 0.000000000000000000e+00
1.230000000000000000e+03 4.919972544108717205e-01 8.971324533454710926e-01 6.611288120163859305e-02 2.844788347746927612e-02 8.306781975421027864e-03 0.000000000000000000e+00
1.260000000000000000e+03 5.039971874452833234e-01 9.022530723714156098e-01 6.235776058261265076e-02 2.480655439235321044e-02 1.058261265361857065e-02 0.000000000000000000e+00
1.290000000000000000e+03 5.159971204796949262e-01 9.004324078288575839e-01 6.121984524351388457e-02 2.719617660446062984e-02 1.115157032316795548e-02 0.000000000000000000e+00
1.320000000000000000e+03 5.279970535141063070e-01 9.000910332271279124e-01 6.019572143832498806e-02 2.810650887573964626e-02 1.160673645880746542e-02 0.000000000000000000e+00
