# w mse
3.000000000000000000e+00 1.354039705539501932e-02
5.000000000000000000e+00 1.164086694040772710e-02
9.000000000000000000e+00 1.083915253171680894e-02
1.700000000000000000e+01 1.419152381753853616e-02
3.300000000000000000e+01 2.418598585471390741e-02
6.500000000000000000e+01 5.073336010981914501e-02
1.290000000000000000e+02 1.200239610991649525e-01
2.570000000000000000e+02 2.728592165105083178e-01
5.130000000000000000e+02 5.391344489745757418e-01
1.025000000000000000e+03 9.587154635860906104e-01
2.049000000000000000e+03 1.535053832102594384e+00
4.097000000000000000e+03 1.882071198134934731e+00
8.193000000000000000e+03 2.103878324269088385e+00
1.638500000000000000e+04 3.050201133264291986e+00
